,question,answer,query_duration,answer_present,average_precision
2074,who sings heavy is the head that wears the crown,Chris Cornell,10,0,0.0
2075,who sings heavy is the head that wears the crown,Zac Brown Band,11,0,0.0
2076,who is the original singer of devil went down to georgia,the Charlie Daniels Band,8,1,1.0
2077,who is hosting the 2018 american music awards,Tracee Ellis Ross,10,1,1.0
2078,when is the next lts release of ubuntu,26 April 2018,4,0,0.0
2079,who is the actor that played perry mason,Raymond William Stacy Burr,4,0,0.0
2080,what is the meaning of divergent in the movie,equal attributes of multiple factions,5,1,1.0
2081,what year was the great fire of rome,AD 64,15,1,1.0
2082,what is the upper most layer of soil,Topsoil,5,0,0.0
2083,how far is the center of the milky way galaxy,24 -- 28.4 kilolight - years,4,0,0.0
2084,when was the first semi auto rifle made,1885,7,1,1.0
2085,who does rachael macfarlane play in family guy,incidental voices,5,1,1.0
2086,when does emma stop being the dark one,when Hook steals it from her,7,1,1.0
2087,what type of inhibitor is a transition state analog usually classified as,enzyme inhibitors,9,1,1.0
2088,who sang i will be home for christmas,Bing Crosby,7,1,1.0
2089,who burned down the dealership in one tree hill,Deb,8,1,1.0
2090,who did the packers beat in the 2010 super bowl,the Steelers,7,1,1.0
2091,who is the original singer of that's amore,Dean Martin,5,1,1.0
2092,where is the women's world curling this year,"North Bay Memorial Gardens in North Bay , Ontario , Canada",9,1,1.0
2093,who was the president of the first indian science congress meeting held in kolkata in 1914,Sir Ashutosh Mukherjee,14,1,1.0
2094,when does the show the tudors take place,1500s England,4,0,0.0
2095,when did alice from the brady bunch die,"June 1 , 2014",5,0,0.0
2096,when was the first bullet proof vest invented,1893,5,0,0.0
2097,what is s and g in sed command,global,3,1,1.0
2098,what is s and g in sed command,substitute,3,1,1.0
2099,where did the emperor live in the forbidden city,The Inner Court ( 内 廷 ) or Back Palace ( 后 宫 ),4,1,1.0
2100,where was the movie bite the bullet filmed,Nevada,4,1,1.0
2101,where was the movie bite the bullet filmed,New Mexico,5,1,1.0
2102,who is the original singer of and i am telling you,Jennifer Holliday,8,1,1.0
2103,what's the white part of your nail called,"The lunula , or lunulae ( pl . )",6,0,0.0
2104,magic the gathering how many cards in deck,a minimum deck size of 40 cards,4,1,1.0
2105,magic the gathering how many cards in deck,usually 60 cards,4,1,1.0
2106,what is the length of belize barrier reef,300 - kilometer ( 190 mi ),3,1,1.0
2107,who is zack from saved by the bell,Mark - Paul Harry Gosselaar,3,0,0.0
2108,when was the clock tower in london built,1859,5,0,0.0
2109,where was far and away filmed in ireland,Dublin,9,1,1.0
2110,how far is denver north carolina from charlotte north carolina,about 25 miles north of downtown Charlotte,9,1,1.0
2111,where did they film bring it on fight to the finish,"Northridge , California",9,1,1.0
2112,where did they film bring it on fight to the finish,Malibu,8,1,1.0
2113,where did they film bring it on fight to the finish,"Glendale , California",8,1,1.0
2114,who is the original singer of where is the love,Justin Timberlake,7,0,0.0
2115,who is the original singer of where is the love,The Black Eyed Peas,7,0,0.0
2116,how many yards in a cfl football field,110 by 65 yards,6,1,1.0
2117,who sings the theme song for the tv show in the heat of the night,Bill Champlin,14,1,1.0
2118,when do purple martins migrate to south america,winter,9,1,1.0
2119,what is the significance of the painted ladies,Victorian and Edwardian houses and buildings painted in three or more colors that embellish or enhance their architectural details,6,1,1.0
2120,when did the bramble cay melomys go extinct,2016,5,1,1.0
2121,where did the mutiny on the bounty take place,in the south Pacific,4,1,1.0
2122,who sings how do you solve a problem like maria,the nuns at Nonnberg Abbey,7,0,0.0
2123,when did spirit in the sky come out,late 1969,6,0,0.0
2124,what does the saying it's not over till the fat lady sings mean,that one should not presume to know the outcome of an event which is still in progress .,6,1,1.0
2125,where is the scottish golf open being played,Ayrshire,5,1,1.0
2126,what is the purpose of the sierra club,promote environmentalist policies,4,1,1.0
2127,who played the first thanksgiving day football game,Yale and Princeton,11,1,1.0
2128,who is the female singer on sunday night football,Carrie Underwood,10,1,1.0
2129,who sang the song that thing you do,The Wonders,9,1,1.0
2130,why do phone numbers in movies have 555,will not connect to a real person,5,1,1.0
2131,who does the voice of king julian in madagascar,Danny Jacobs,5,1,1.0
2132,what was the joker's real name in batman,Red Hood,5,0,0.0
2133,when did pretty little liars first come out,"June 8 , 2010",11,1,1.0
2134,who has the record for most interceptions in a season,Night Train Lane,5,0,0.0
2135,who sings i wanna dance with somebody,Whitney Houston,5,1,1.0
2136,how many dogs can you have in the iditarod race,16,7,1,1.0
2137,when are the oscar nominations for 2018 announced,"January 23 , 2018",5,0,0.0
2138,who played viola in she's the man,Amanda Bynes,2,0,0.0
2139,when was the last time the white house was renovated,1952,10,1,1.0
2140,who played liz foster on the young and the restless,Julianna McCarthy,4,0,0.0
2141,what kind of birds fly in a v formation,other migratory birds,5,0,0.0
2142,what kind of birds fly in a v formation,geese,5,1,1.0
2143,what kind of birds fly in a v formation,geese,5,1,1.0
2144,who wrote the song tiptoe through the tulips,Joe Burke,4,1,1.0
2145,who wrote the song tiptoe through the tulips,Al Dubin,4,1,1.0
2146,how supreme court judge is appointed in india,by the President of India on the recommendation of the collegium,6,1,1.0
2147,requirements for being the president of the united states,Status as a natural - born citizen of the United States,22,0,0.0
2148,when did governors island open to the public,"April 1 , 2002",5,1,1.0
2149,when did the army change from bdu to acu,June 2004,5,1,1.0
2150,when was the last time a $2 bill was printed,2013,12,0,0.0
2151,which mega man installment for the nintendo entertainment center (nes) features quick man,Mega Man 2,7,1,1.0
2152,where did the fantastic four get their powers,exposure to cosmic rays during a scientific mission to outer space,6,1,1.0
2153,what part of the bay area is oakland,`` East Bay '',5,0,0.0
2154,who sings evermore on beauty and the beast,Josh Groban,5,1,1.0
2155,who sings evermore on beauty and the beast,Dan Stevens,5,1,1.0
2156,when did alcohol become legal in the united states,"March 22 , 1933",20,0,0.0
2157,who invented the cobb salad curb your enthusiasm,Robert Howard Cobb,4,1,1.0
2158,what disease did the girl in miracles from heaven have,pseudo-obstruction motility disorder,9,1,1.0
2159,why was the sinking of the lusitania important to ww1,became an iconic symbol in military recruiting campaigns of why the war was being fought,4,1,1.0
2160,why was the sinking of the lusitania important to ww1,turned public opinion in many countries against Germany,4,1,1.0
2161,why was the sinking of the lusitania important to ww1,contributed to the American entry into World War I,7,1,1.0
2162,what is the plot of glengarry glen ross,"two days in the lives of four real estate salesmen and how they become desperate when the corporate office sends a trainer to `` motivate '' them by announcing that , in one week , all except the top two salesmen will be fired",3,1,1.0
2163,what was the first year of the chevy suburban,1935,17,0,0.0
2164,what gets more views world cup or super bowl,World Cup,13,1,1.0
2165,minister of energy and power development in zimbabwe,Elton Mangoma,4,1,1.0
2166,when does the new season of ozzy and jack's world detour start,"on June 13 , 2018",9,1,1.0
2167,when did the first light bulb come out,"December 31 , 1879",12,0,0.0
2168,how many african american politicians served in the us congress during reconstruction,Two,25,1,1.0
2169,how many countries is the salvation army working in,131 countries,8,1,1.0
2170,what is the meaning behind the song turn the page,emotional and social ups and downs of a rock musician 's life on the road,8,0,0.0
2171,when does raw show up on wwe network,Monday evenings at 8 pm EST,6,1,1.0
2172,who wrote i put a spell on you song,Jalacy `` Screamin ' Jay '' Hawkins,8,1,1.0
2173,who gave foreword to mulk raj anands untouchable,E.M. Forster,4,1,1.0
2174,who played the preacher in the film tommy,Eric Clapton,5,1,1.0
2175,what does the g stand for in agent g callen,Grisha,3,1,1.0
2176,when was i'm a celeb first aired,25 August 2002,5,0,0.0
2177,what does the latin phrase persona non grata mean,person not appreciated,6,1,1.0
2178,where is the tongue of the ocean located,in the Bahamas separating the islands of Andros and New Providence,3,1,1.0
2179,what is the definition of a nittany lion,"the mascot of Pennsylvania State University in University Park , Pennsylvania , USA and its athletic teams",3,1,1.0
2180,where is the great smoky mountains located on a map,along the Tennessee -- North Carolina,5,1,1.0
2181,what rights are included in the declaration of independence,the pursuit of Happiness,6,1,1.0
2182,what rights are included in the declaration of independence,Life,6,1,1.0
2183,what rights are included in the declaration of independence,Liberty,6,1,1.0
2184,first city in the us to have electricity,"Wabash , Indiana",24,0,0.0
2185,how many branches of government does florida have,three,7,1,1.0
2186,how many house of fraser stores are there,over 60,4,1,1.0
2187,who sings i'm blue daba dee daba die,Italian music group Eiffel 65,4,0,0.0
2188,when was the euro introduced as legal currency on the world market,16 December 1995,5,0,0.0
2189,what was the religion in india before hinduism,Vedic,5,1,1.0
2190,who is said to be father of modern olympics,"Pierre de Frédy , Baron de Coubertin",7,0,0.0
2191,where can chlorophyll be found in a chloroplast,energy - storage molecules ATP and NADPH,5,1,1.0
2192,who was the first person to make a motorcycle,Ernest Michaux,7,0,0.0
2193,who played virgil in the heat of the night,Howard Ellsworth Rollins Jr .,6,0,0.0
2194,who does the voice of kristoff in frozen,Jonathan Drew Groff,3,0,0.0
2195,when do stream terraces form when do stream terraces form,by the downcutting of a river or stream channel into and the abandonment and lateral erosion of its former floodplain,4,1,1.0
2196,who popularized the mini skirt in the 60s,Mary Quant,6,0,0.0
2197,who sings theme tune for only fools and horses,John Sullivan,6,1,1.0
2198,who sings the theme song to one tree hill,Gavin DeGraw,12,0,0.0
2199,which child of loki is so large that it encircles the earth,Jörmungandr,10,0,0.0
2200,when did the guptas come to south africa,1993,10,1,1.0
2201,where does the west start in the us,the Rocky Mountains and the Great Basin,22,0,0.0
2202,what is the meaning of the name baruch,blessing,2,1,1.0
2203,where are the basilar membrane and the organ of corti located,scala media of the cochlea of the inner ear between the vestibular duct and the tympanic duct,3,1,1.0
2204,when did south africa first win the rugby world cup,1995,16,1,1.0
2205,where did the last name moran come from,Morans were a respected sept of the Uí Fiachrach dynasty in the western counties of Mayo and Sligo,9,0,0.0
2206,who is won dil hai hindustani season 2,Akshay Dhawan,7,1,1.0
2207,where are valence electrons in the periodic table,With the exception of groups 3 -- 12,4,1,1.0
2208,where are valence electrons in the periodic table,the periodic table group,4,1,1.0
2209,in which india state did the game of polo originate,"Manipur , India",7,0,0.0
2210,who wrote the speed of the sound of loneliness,John Prine,6,1,1.0
2211,where is the washington post based out of,"Washington , D.C.",8,1,1.0
2212,when did josh join red hot chili peppers,2009,5,1,1.0
2213,who played marilla cuthbert in anne of green gables,Colleen Rose Dewhurst,4,0,0.0
2214,when was the diwani of bengal appointed to east india company,12 August 1765,10,0,0.0
2215,who played rhonda on saved by the bell,Kirsten,4,0,0.0
2216,how many kv schools are there in india,"1,195",6,0,0.0
2217,enzymes are an example of which type of macromolecule,Enzymes,4,0,0.0
2218,what is a talent in the new testament,58.9 kilograms ( 130 lb ),4,0,0.0
2219,what was the dog's name in smokey and the bandit,Fred,3,1,1.0
2220,what is the function of fully automatic washing machine,"to wash laundry , such as clothing and sheets",6,1,1.0
2221,who is the girl in the video cry me a river,Lauren Hastings,6,1,1.0
2222,lord of the rings how many wizards are there,five,4,0,0.0
2223,when was the theory of planned behavior developed,1985,5,1,1.0
2224,where did salt come from in biblical times,"the Dead Sea , especially the massive , about seven miles long , salt cliffs of Jebel Usdum",9,0,0.0
2225,what is the veto power of the security council,"the power of the permanent members of the UN Security Council ( China , France , Russia , United Kingdom , and United States ) to veto any `` substantive '' resolution",4,1,1.0
2226,when is the new step up coming out,8 October 2017,10,0,0.0
2227,who designed the first tunnel under the river thames,Isambard Kingdom Brunel,8,1,1.0
2228,who designed the first tunnel under the river thames,Marc Isambard Brunel,9,1,1.0
2229,who wrote book of jude in the bible,"Jude , the servant of Jesus and the brother of James the Just",3,1,1.0
2230,what is the name of sierra leone president,Julius Maada Bio,3,1,1.0
2231,when does a boy go from master to mister,age 12,6,0,0.0
2232,when does jeff come back to american dad,"in the episode `` Holy Shit , Jeff 's Back ! ''",9,1,1.0
2233,when does it get cold in north dakota,winter months,6,1,1.0
2234,where did the idea of orcs come from,"the fantasy writings of J. R. R. Tolkien , in particular The Lord of the Rings",5,1,1.0
2235,who makes the rules for house and senate,Each chamber,12,0,0.0
2236,examples of what the department of state does,represents the United States at the United Nations,6,0,0.0
2237,examples of what the department of state does,advises the President and leads the country in foreign policy issues,7,0,0.0
2238,examples of what the department of state does,responsible for the international relations of the United States,7,0,0.0
2239,examples of what the department of state does,negotiates treaties and agreements with foreign entities,7,0,0.0
2240,who is the baby in baby's day out cast,Adam and Jacob Worton,8,0,0.0
2241,country in the middle of the pacific ocean,Caroline Islands,7,1,1.0
2242,when did ben 10 alien force come out,"April 18 , 2008",10,1,1.0
2243,who sang i never promised a rose garden,Billy Joe Royal,8,0,0.0
2244,who sang i never promised a rose garden,Lynn Anderson,8,0,0.0
2245,who does the privacy act of 1974 apply to,personally identifiable information about individuals that is maintained in systems of records by federal agencies,6,1,1.0
2246,when did they start naming hurricanes with male names,1979,9,1,1.0
2247,when did god of war ascension come out,"March 12 , 2013",7,1,1.0
2248,what old time radio show was also made into tv,The Adventures of Ozzie and Harriet,7,0,0.0
2249,who gets murdered in the man in 3b,Darryl,5,1,1.0
2250,when do you have a scrum in rugby union,after a minor infringement,5,1,1.0
2251,when did daylight savings time start in united states,1967,14,1,1.0
2252,when do they race at the bonneville salt flats,for numerous land speed records,4,1,1.0
2253,who led the nationalists in the chinese civil war,Chiang Kai - shek,7,1,1.0
2254,where are most immigrants coming from to canada,Asian countries,9,1,1.0
2255,where is right to dream academy located in ghana,on the banks of the River Volta,6,1,1.0
2256,when does america's funniest home videos new season start,"Sunday , October 1 , 2017",10,1,1.0
2257,when did the first episode of spongebob air,"May 1 , 1999",7,0,0.0
2258,what is a ford 9 inch rear end,one of the most popular axles in automotive history,5,1,1.0
2259,where did matt saracen go in season 4,Chicago,8,1,1.0
2260,who holds the record for the maximum number of triple centuries in odis,Brian Lara,10,0,0.0
2261,who played harry in harry and the hendersons,Kevin Peter Hall,3,1,1.0
2262,who made it's too late to apologize,OneRepublic frontman Ryan Tedder,4,0,0.0
2263,african football team that died in plane crash,the Zambian national football team,5,1,1.0
2264,where does lock stock and barrel come from,you could get your entire gun at one location and did not have to go from craftsman to craftsman to get it finished,5,1,1.0
2265,who wrote they say it's your birthday,Paul McCartney,4,1,1.0
2266,who wrote they say it's your birthday,John Lennon,4,0,0.0
2267,a polygon with all sides the same length is said to be,equilateral,6,0,0.0
2268,where did the saying give them the whole 9 yards come from,Mitchell Commercial,15,0,0.0
2269,who came to the throne in the glorious revolution,William,4,1,1.0
2270,who came to the throne in the glorious revolution,William III of England,4,1,1.0
2271,how much population is living below poverty line in india,"12.4 % of the total population , or about 172 million people",8,0,0.0
2272,how is the energy generated in a main sequence star,nuclear fusion of hydrogen atoms into helium,6,1,1.0
2273,who won the great british bake off season 5,Nancy Birtwhistle,6,1,1.0
2274,as the president in the executive department implement and enforce a law they might need,executive order,9,0,0.0
2275,where does puss in boots movie take place,an amalgam of Spain and Mexico,5,1,1.0
2276,in which two hemispheres is the united states found,Western and Eastern Hemispheres,43,0,0.0
2277,when is the election for governor in florida,"November 6 , 2018",4,0,0.0
2278,when did tasmanian devils go extinct on the mainland,around 3000 years ago,5,1,1.0
2279,who sings say something i'm giving up,American indie pop duo A Great Big World,7,0,0.0
2280,how many teeth does the human body have,32 permanent,8,0,0.0
2281,how many teeth does the human body have,20 primary,8,0,0.0
2282,who sang the facts of life theme song,Loring,11,0,0.0
2283,how many presidents of the us have there been,44,23,0,0.0
2284,who sets the tempo for the concert band,the conductor,6,0,0.0
2285,who played the role of dumbledore in harry potter,Michael Gambon,4,0,0.0
2286,who played the role of dumbledore in harry potter,Richard Harris,4,0,0.0
2287,what is the next movie after suicide squad,Wonder Woman,4,0,0.0
2288,who makes the decision whether to plea bargain a case,prosecutor,5,1,1.0
2289,where does the vikings play their home games,U.S. Bank Stadium,7,0,0.0
2290,who is running for lieutenant governor of alabama,Dr. Will Boyd,4,0,0.0
2291,who is running for lieutenant governor of alabama,Will Ainsworth,4,0,0.0
2292,who is running for lieutenant governor of alabama,Rusty Glover,4,0,0.0
2293,who is running for lieutenant governor of alabama,Twinkle Cavanaugh,4,0,0.0
2294,where is the house on the rocks located,"between the cities of Dodgeville and Spring Green , Wisconsin",9,1,1.0
2295,where is the eurovision song contest being held 2018,the Altice Arena in Lisbon,6,0,0.0
2296,when was human again added to beauty and the beast,2002,5,0,0.0
2297,who played the original scott robinson in neighbours,Darius Perkins,6,1,1.0
2298,who was first roger moore or sean connery,Sean Connery,4,1,1.0
2299,when was the us supreme court building built,1935,10,1,1.0
2300,when is descendants 3 going to be on disney channel,mid-2019,9,1,1.0
2301,who was driving the car when thelma and louise drove off the cliff,Louise,6,1,1.0
2302,who died from the cast of harry potter,Robert Arthur Knox,7,0,0.0
2303,who makes women's shoes with red soles,Christian Louboutin,6,0,0.0
2304,what is the purpose of world book day,"to promote reading , publishing and copyright",6,0,0.0
2305,who is credited with creating the first periodic table,Dmitri Mendeleev,7,0,0.0
2306,when was the wailing wall built in jerusalem,around 19 BCE,8,0,0.0
2307,who won the battle of siege of yorktown,a combined force of American Continental Army troops led by General George Washington and French Army troops led by the Comte de Rochambeau,5,1,1.0
2308,what is the main ingredient in welsh rarebit,rabbit,4,1,1.0
2309,when was the 1000 dollar bill taken out of circulation,1969,7,0,0.0
2310,where can the purple loosestrife be found today,southeastern Australia,10,1,1.0
2311,where can the purple loosestrife be found today,Europe,10,1,1.0
2312,where can the purple loosestrife be found today,Asia,10,1,1.0
2313,where can the purple loosestrife be found today,northwest Africa,10,1,1.0
2314,what are the names of the dogs in beverly hills chihuahua,Papi,5,1,1.0
2315,what are the names of the dogs in beverly hills chihuahua,Chloe,5,1,1.0
2316,what are the names of the dogs in beverly hills chihuahua,El Diablo,5,1,1.0
2317,what are the names of the dogs in beverly hills chihuahua,Delgado,5,1,1.0
2318,which group of colonist establish the first free public education system,Massachusetts,26,0,0.0
2319,who was in charge of building the hoover dam,"Six Companies , Inc.",4,1,1.0
2320,why long run cost curve is flatter than short run cost curve,increased input flexibility as to cost minimization,6,0,0.0
2321,celine dion hit from falling into you album,`` All by Myself '',4,1,1.0
2322,celine dion hit from falling into you album,`` Because You Loved Me '',4,1,1.0
2323,celine dion hit from falling into you album,`` It 's All Coming Back to Me Now '',4,1,1.0
2324,when was the first video game console released,1972,8,1,1.0
2325,when did the medieval ages start and end,from the 5th to the 15th century,7,0,0.0
2326,what the name of the flying dog in never ending story,Falkor,9,0,0.0
2327,who plays jessie in saved by the bell,Elizabeth Berkley Lauren,4,0,0.0
2328,who is the letter from in mockingjay part 2,Plutarch Heavensbee,6,1,1.0
2329,focussed upon one's own needs to the detriment of others,psychological egoism,9,0,0.0
2330,how many nba finals have not gone to game 7,12,9,0,0.0
2331,who sings twist and shout in ferris bueller's day off,Ferris,8,1,1.0
2332,who is the de young museum named after,M.H. de Young,6,1,1.0
2333,who won the triple crown before american pharaoh,Affirmed,9,0,0.0
2334,when did the all india workers and peasants party came in to existence,1 November 1925,9,1,1.0
2335,how many cards do you get in shanghai,eleven,8,0,0.0
2336,tig welding the welding zone is shielded by an atmosphere of,an inert shielding gas ( argon or helium ),6,1,1.0
2337,what was the first oceans movie with george clooney,Ocean 's Eleven ( 2001 ),5,0,0.0
2338,where does the smell of the skunk go,anal scent glands,4,1,1.0
2339,who wrote the original story of the nutcracker,German author E.T.A. Hoffmann,5,0,0.0
2340,what kind of political system does spain have,a parliamentary monarchy,10,1,1.0
2341,when did the fast and furious guy die,"November 30 , 2013",5,0,0.0
2342,where is byron bay on a map of australia,"the far - northeastern corner of the state of New South Wales , Australia",4,1,1.0
2343,when did the celts settle in northern italy,279 BC,4,1,1.0
2344,who was president during the second world war,Harry S. Truman,11,0,0.0
2345,who was president during the second world war,President Franklin Delano Roosevelt,12,0,0.0
2346,how many times have ireland been in the world cup,three,13,1,1.0
2347,where do the largest cinco de mayo celebrations take place,in the United States,6,1,1.0
2348,girl on hood of car in whitesnake video,Julie E. `` Tawny '' Kitaen,5,0,0.0
2349,who wrote the story of the tortoise and the hare,Aesop,4,1,1.0
2350,who sang the song it's a thin line between love and hate,The Persuaders,7,1,1.0
2351,when do spring tides on earth take place,"twice a month , around new moon and full moon when the Sun , Moon , and Earth form a line ( a configuration known as a syzygy )",9,0,0.0
2352,what does the right to informed consent mean,"getting permission before conducting a healthcare intervention on a person , or for disclosing personal information",4,1,1.0
2353,what was one of the weapon technologies that emerged during the crusades,counterweight trebuchets,10,0,0.0
2354,who won the most superbowls in a row,New England Patriots,6,0,0.0
2355,who won the most superbowls in a row,Green Bay Packers,6,0,0.0
2356,who won the most superbowls in a row,Miami Dolphins,6,0,0.0
2357,who won the most superbowls in a row,Pittsburgh Steelers,6,0,0.0
2358,who won the most superbowls in a row,San Francisco 49ers,6,0,0.0
2359,who won the most superbowls in a row,Dallas Cowboys,6,0,0.0
2360,who won the most superbowls in a row,Denver Broncos,6,0,0.0
2361,who did the seahawks beat in the superbowl,Denver Broncos,6,1,1.0
2362,who did luke skywalker live with on tatooine,"Owen Lars , and Owen 's wife , Beru Whitesun",6,1,1.0
2363,kangaroos koalas and possums belong to what mammal group,Marsupials,4,1,1.0
2364,who is the girl in she's so lovely video,Louise Glover,6,0,0.0
2365,who reached the bottom of the mariana trench,Canadian film director James Cameron,3,1,1.0
2366,what style of war was fought in wwi,Trench warfare,8,0,0.0
2367,who sings let it rock let it roll,Mel McDaniel,6,1,1.0
2368,where did terrorists strike munich germany in 1972,"1972 Summer Olympics in Munich , West Germany",8,1,1.0
2369,who did the voice of inspector gadget cartoon,Don Adams,3,1,1.0
2370,who won america's got talent season 6,"Landau Eugene Murphy , Jr.",7,1,1.0
2371,who sings the song i just died in your arms tonight,the English rock band Cutting Crew,12,1,1.0
2372,who's the actor that does the trivago commercials,Tim Williams,5,0,0.0
2373,where did a massacre occur on march 16 1968,South Vietnam,9,1,1.0
2374,ring with a crown heart and hands on it,Claddagh ring,5,0,0.0
2375,who sang make the world go away first,Ray Price,16,1,1.0
2376,a sharp sound made with the fingers or a type of pizz,snap pizzicato,7,0,0.0
2377,what is the name of the seattle seahawks coach,Peter Clay Carroll,3,0,0.0
2378,who won the women's cricket world cup held in 2017,England,9,1,1.0
2379,where does the book of wisdom come from,Alexandria ( Egypt ),6,0,0.0
2380,when is the last time the electric chair was used,"January 16 , 2013",6,1,1.0
2381,where does the book of numbers get its name,from the two censuses taken of the Israelites,7,0,0.0
2382,where would the manufactured goods go from london to be loaded on a ship,The Port of London,14,0,0.0
2383,former england footballer manchester united longest serving captain,Bryan Robson,8,1,1.0
2384,when did the luge start in the olympics,1964,4,1,1.0
2385,who plays ariel's voice in the little mermaid,Jodi Marie Marzorati Benson,4,0,0.0
2386,when does tinker tailor soldier spy take place,1973,4,1,1.0
2387,what is the meaning of the name casper,Treasurer,3,1,1.0
2388,what is the primary function of the endoplasmic reticulum,transport of synthesized proteins,4,1,1.0
2389,who won x factor when olly murs came second,Joe McElderry,6,1,1.0
2390,who won great british bake off series 6,Nadiya Hussain,12,1,1.0
2391,who played the grim reaper in bill and ted's bogus journey,William Thomas Sadler,5,0,0.0
2392,what do you call a person with two sexes,intersex,18,0,0.0
2393,actress who played young celie in color purple,Desreta Jackson,6,0,0.0
2394,who plays noah in the kissing booth movie,Jacob Elordi,5,1,1.0
2395,this group is defined by the manifesto of the communist party as the modern working class,The proletariat,11,1,1.0
2396,when did the flood on spring creek occur,"July 27 to July 28 , 1997",6,1,1.0
2397,what is the name of the president of south africa,Cyril Ramaphosa,6,1,1.0
2398,when was the salt tax imposed by the british government,1759,8,1,1.0
2399,when was korea separated into north and south,1945,4,1,1.0
2400,who played mr swainey in one foot in the grave,Owen Brenman,6,1,1.0
2401,where was season five of prison break filmed,Vancouver,8,1,1.0
2402,who won first gold medal in olympic for india,India national field hockey team,9,0,0.0
2403,where did the battle of two ironclad ships take place in virginia waters,"Hampton Roads , a roadstead in Virginia where the Elizabeth and Nansemond rivers meet the James River just before it enters Chesapeake Bay adjacent to the city of Norfolk",16,1,1.0
2404,when did lathe and plaster stop being used,the late 1950s,7,0,0.0
2405,who play the character of anarkali in mughal e azam,Madhubala,4,1,1.0
2406,who started the tomahawk chop braves or fsu,1984,3,1,1.0
2407,who started the tomahawk chop braves or fsu,1980s,3,1,1.0
2408,who plays the lead role in citizen khan,Adil Ray,6,1,1.0
2409,when is imagine dragons new album coming out,"June 23 , 2017",6,1,1.0
2410,how many games in a regular nba season,82,7,1,1.0
2411,how many sons of anarchy episodes are there,92,4,0,0.0
2412,who ran the fastest 40 time in nfl history,Bo Jackson,8,1,1.0
2413,who played macgyver in the original tv show,Richard Dean Anderson,5,0,0.0
2414,name the procedure used in the working of an artificial kidney,Hemodialysis,5,1,1.0
2415,write the number of degrees of freedom of a diatomic gas molecule,5 degrees of freedom,7,1,1.0
2416,who sings the country song down on my knees,Trisha Yearwood,10,1,1.0
2417,when did the deepwater horizon oil spill end,"September 19 , 2010",6,1,1.0
2418,aerobes use what as the final electron acceptor,oxygen,4,1,1.0
2419,how many cities are in the state of alabama,169,7,0,0.0
2420,where do you write the mass number in the name of an atom,either after the element name or as a superscript to the left of an element 's symbol,10,0,0.0
2421,who was the pope that started the crusades,Pope Urban II,5,1,1.0
2422,who played richard on sex and the city,William James Remar,6,0,0.0
2423,who hit the longest homerun in mlb history,Babe Ruth,7,1,1.0
2424,what is the base of a snowboard made of,Polyethylene plastic,4,0,0.0
2425,when did the first episode of the bill air,16 October 1984,18,0,0.0
2426,when was the charter of rights and freedoms signed,"April 17 , 1982",4,1,1.0
2427,when did the uk take over northern ireland,1921,9,1,1.0
2428,what type of music did vernon dalhart sing before switching to country music,classical music,10,1,1.0
2429,who holds priesthood keys in the lds church,the presidents of the quorums,4,0,0.0
2430,who plays summer newman on the young and the restless,Hunter King,6,0,0.0
2431,where did dierks bentley go to high school,The Lawrenceville School,4,1,1.0
2432,what was the largest hurricane to hit the us,Great Galveston Hurricane,8,0,0.0
2433,who sang nothings gonna stop us now,Starship,4,1,1.0
2434,where is madeira located on the world map,"in the north Atlantic Ocean , southwest of Portugal",4,1,1.0
2435,where is the great salt desert located on a map,"partitioned among the Iranian provinces of Khorasan , Semnan , Tehran , Isfahan and Yazd",4,0,0.0
2436,where is the great salt desert located on a map,in the middle of the Iranian plateau,4,0,0.0
2437,where is the great salt desert located on a map,from the Alborz mountain range in the north - west to the Dasht - e Lut in the south - east,4,0,0.0
2438,who wrote the song keep your hands to yourself,Dan Baird,5,1,1.0
2439,what kind of animal is manfred in ice age,woolly mammoth,9,1,1.0
2440,when does the great christmas light fight 2017 start,every Monday at 8 pm EST,9,1,1.0
2441,when does the great christmas light fight 2017 start,"December 4 , 2017",9,1,1.0
2442,common sense which was written by thomas paine was an important work because it,crystallized the rebellious demand for independence from Great Britain,9,0,0.0
2443,who is the leader of the ms state senate,Tate Reeves,9,0,0.0
2444,what is a lobbyist and who do they work for,a group or individual,7,1,1.0
2445,what is a lobbyist and who do they work for,"people whose business is trying to influence legislation , regulation , or other government decisions , actions , or policies",5,1,1.0
2446,where is sisterhood of the traveling pants filmed,"Cabo San Lucas , Mexico",5,1,1.0
2447,where is sisterhood of the traveling pants filmed,"Santorini , Greece",6,1,1.0
2448,a key motive behind the sherman act was,"The purpose of the Sherman Act is not to protect competitors from harm from legitimately successful businesses , nor to prevent businesses from gaining honest profits from consumers , but rather to preserve a competitive marketplace to protect consumers from abuses .",5,1,1.0
2449,which leader in 1943 wanted to open a second front in europe during the war against germany,Stalin,33,1,1.0
2450,where does the word three come before two and seven come before six,in alphabetical order,37,0,0.0
2451,when was the treaty of paris signed 1783,"September 3 , 1783",3,1,1.0
2452,among the leaders of the english peasants' revolt of 1381 was/were,Wat Tyler,6,1,1.0
2453,where did the washington wizards name come from,A contest,6,1,1.0
2454,who did dr hunt have an affair with,a patient 's friend,5,1,1.0
2455,where is the central park in new york,a 700 - acre ( 280 ha ) area from 59th to 106th Streets,12,1,1.0
2456,who played eddie on the tv show frasier,Moose,5,1,1.0
