,question,answer,query_duration,answer_present,average_precision
672,who is in the finals of so you think you can dance,Koine Iwasaki,10,1,0.25
673,who is in the finals of so you think you can dance,Lex Ishimoto,10,1,0.25
674,where was i still know what you did last summer filmed,California,29,1,0.835
675,where was i still know what you did last summer filmed,Mexico,45,1,1.0
676,what is the first book of the 5th wave series,The 5th Wave,44,1,1.0
677,where does the word tattoo come from and what does it mean,"a loanword from the Samoan word tatau , meaning `` to strike ''",12,1,1.0
678,when did the term globalization come into use,1970s,16,1,0.7
679,who's the devil wears prada based on,Wintour,9,1,0.625
680,when did the wreck of the edmund fitzgerald happen,"November 10 , 1975",9,1,0.7875
681,who sings these boots are made for walkin,Nancy Sinatra,7,1,0.7777777777777778
682,where was keep it in the closet filmed,"Salton Sea , California",9,1,1.0
683,how many episodes will prison break season 5 have,9 episodes,21,1,1.0
684,this type of it application control ensures that data is free from errors at the point of collection,Data cleansing,15,1,0.14285714285714285
685,when does agents of shield come back on 2018,"May 18 , 2018",16,1,1.0
686,when did rocky horror picture show come out,1975,12,1,0.9659090909090909
687,when did charles dickens publish a christmas carol,1843,9,1,0.88015873015873
688,when was the first commercial mobile phone released,1949,22,1,0.5
689,who does madonna play in a league of their own,taxi dancer `` All the Way '' Mae Mordabito,10,1,1.0
690,when did master p play for the toronto raptors,1999 pre-season,14,1,0.3333333333333333
691,who does cameron boyce play on jake and the neverland pirates,Jake,9,1,0.4314685314685314
692,where did dami im come in eurovision 2017,second place,11,1,0.6310606060606061
693,where does the henderson last name come from,"patronymic form of the name Hendry , which is a Scottish form of Henry",13,1,0.14285714285714285
694,who does ariel winter voice on phineas and ferb,Gretchen,8,1,1.0
695,why did the allies want to defeat germany first,Germany -- considered the greatest threat to Great Britain,30,1,0.3333333333333333
696,organization that is owned and operated by its members,mutual,9,1,0.7133333333333334
697,who is the owner of phoenix mall pune,Phoenix Mills Limited,7,1,0.7
698,who is the current lieutenant governor of saskatchewan,W. Thomas Molloy,6,1,1.0
699,what is the advantage of making canoes that are light,easier to carry,8,1,1.0
700,where does the term dead end come from,French,13,1,0.5769230769230769
701,when did the berlin wall start to come down,13 June 1990,13,1,1.0
702,who sang take it to the limit for the eagles,Randy Meisner,16,1,0.7916666666666666
703,when did women get the right to vote in the us,"August 26 , 1920",40,0,0.0
704,who's running for the governor of california,John H. Cox,11,0,0.0
705,who's running for the governor of california,Gavin Newsom,17,1,0.45
706,when were verses and chapters added to the bible,the early 13th century,9,1,1.0
707,when was figure skating introduced to the olympics,1908,8,1,1.0
708,what are the original inhabitants of a region or country called,Indigenous peoples,12,0,0.0
709,who sang the original i can see clearly now the rain has gone,Johnny Nash,17,1,1.0
710,who plays lucy on the big bang theory,Micucci,17,1,0.2
711,who plays the role of the black panther,Chadwick Boseman,10,1,1.0
712,when was the last time roe v wade was challenged,2016,20,1,0.8611111111111112
713,a star is born 2018 about what singer,"Ally , a waitress and singer - songwriter",21,1,0.5
714,a star is born 2018 about what singer,"Jackson Maine , a famous country music singer",23,1,0.5
715,where does the first home alone take place,Chicago,36,1,0.5075757575757576
716,of the house is chosen from the majority party and leads the house of representatives,the Speaker,21,1,0.8784677443768353
717,who played the german soldier on laugh in,Arthur Stanton Eric `` Arte '' Johnson,20,0,0.0
718,where is most of earths fresh water found,in ice caps,18,1,0.6361111111111111
719,who plays john in meet me in st louis,Tom Drake,18,1,1.0
720,who played aunt esther on sanford and son,LaWanda Page,7,1,1.0
721,when does who do you think you are return in 2018,"May 21 , 2018",22,1,1.0
722,how many episodes are in seraph of the end season 2,12,33,1,0.8096671846671847
723,where is the most lightning strikes in the world,near the small village of Kifuka in the mountains of eastern Democratic Republic of the Congo,10,1,0.3333333333333333
724,who discovered sea route from europe to america,Leif Erikson,33,1,0.26785714285714285
725,who discovered sea route from europe to america,Columbus,33,1,0.8845068511735178
726,when did call of duty ww2 come out,"November 3 , 2017",26,1,1.0
727,how much does a golf cart weigh with batteries,"900 pounds ( 410 kg ) to 1,000 pounds ( 450 kg )",10,1,1.0
728,when does the new season of love and hip hop new york start,"October 30 , 2017",24,1,0.8333333333333333
729,when do we celebrate the modern olympic games,every four years,13,1,0.7513888888888889
730,why does snake eyes not show his face,Snake Eyes ' face was severely disfigured in a helicopter explosion,20,1,1.0
731,who played the vulcan on star trek enterprise,Jolene Blalock,12,1,1.0
732,where does the song london bridges falling down come from,"It deals with the depredations of London Bridge and attempts , realistic or fanciful , to repair it . It may date back to bridge rhymes and games of the Late Middle Ages , but the earliest records of the rhyme in English are from the seventeenth century .",25,1,1.0
733,who does anakin skywalker fall in love with,Padmé Amidala,9,1,0.8409171075837741
734,who was the original singer of i shot the sheriff,The Wailers,10,1,1.0
735,who is killing teresa in happy death day,Lori,10,1,0.625
736,what is another name for the red sea,Erythraean Sea,15,1,0.5769230769230769
737,when does nathan find out about chuck and blair,13th episode,17,1,0.3333333333333333
738,where is epithelial tissue located in the body,Epithelial tissues line the cavities and surfaces of blood vessels and organs throughout the body .,7,1,0.16666666666666666
739,who sang the song in the year 25 25,American pop - rock duo of Zager and Evans,23,0,0.0
740,how many sailors survived the sinking of the uss indianapolis,317,11,1,0.8095238095238094
741,how many songs did lennon and mccartney write,approximately 180,10,1,1.0
742,who starred in the original orient express movie,Wendy Hiller,11,1,0.7
743,who starred in the original orient express movie,Ingrid Bergman,11,1,0.7
744,who starred in the original orient express movie,Albert Finney,12,1,0.7
745,who starred in the original orient express movie,Sean Connery,11,1,0.7
746,who starred in the original orient express movie,John Gielgud,11,1,0.7
747,who starred in the original orient express movie,Vanessa Redgrave,12,1,0.7
748,who starred in the original orient express movie,Michael York,11,1,0.7
749,who starred in the original orient express movie,Jacqueline Bisset,11,1,0.7
750,who starred in the original orient express movie,Anthony Perkins,16,1,0.7
751,who is the song you're so vain referring to,"refers to three men , only one of whom she has named publicly , actor Warren Beatty",9,1,1.0
752,who wrote if i never sing another song,Don Black,12,0,0.0
753,what is the main language in czech republic,Czech,13,1,1.0
754,what color do you wear on st joseph's day,red,13,1,0.9935897435897436
755,where did merle go in the walking dead,"the community of Woodbury , Georgia",9,1,1.0
756,who did the original version of handbags and gladrags,Chris Farlowe,9,1,1.0
757,who plays bob duncan in good luck charlie,Eric Allan Kramer,13,1,1.0
758,who played young tom riddle in harry potter,Hero Beauregard Fiennes Tiffin,19,1,0.2
759,what football team is going to las vegas,Oakland Raiders,13,1,0.7708333333333333
760,who was cast as alex in the big chill,Kevin Costner,11,1,1.0
761,what was the basic idea behind the anaconda plan,"emphasized a Union blockade of the Southern ports , and called for an advance down the Mississippi River to cut the South in two",11,1,1.0
762,what general led the confederate army into pennsylvania,Robert E. Lee,17,1,0.4735897435897436
763,where are the incisions made for a vasectomy,on each side of the scrotum at a location that allows the surgeon to bring each vas deferens to the surface for excision,15,1,1.0
764,what's the name of the donkey on shrek,Donkey,6,1,0.970862470862471
765,where is the walk of fame in california,"along 15 blocks of Hollywood Boulevard and three blocks of Vine Street in Hollywood , California",27,1,1.0
766,what is the significance of april 27 1994 in south africa,first post-apartheid elections,21,0,0.0
767,when did the manhattan project began and end,From 1942 to 1946,14,1,1.0
768,who is playing susan banks on days of our lives august 2018,Stacy Haiduk,38,1,0.5015151515151515
769,who sang the song cotton fields back home,Huddie Ledbetter,15,1,1.0
770,role of epithelial tissue in the digestive system,absorbing helpful substances and providing a barrier against harmful substances,17,1,0.08333333333333333
771,what is the total population of new zealand,"4,693,000",17,1,0.2
772,who is mr kurtz in heart of darkness,A trader of ivory in Africa and commander of a trading post,16,1,1.0
773,when did planet of the apes come out,"July 14 , 2017",13,1,0.7361111111111112
774,who is recently appointed as union railway minister,Piyush Goyal,22,1,0.5
775,who sings i want to talk about me,Toby Keith,27,1,1.0
776,when was the last time texas was a democratic state,the mid-1990s,21,1,0.5
777,the medical term for removal of the stapes is,stapedectomy,6,1,1.0
778,who does the voice of jake the dog,John William DiMaggio,17,0,0.0
779,who sings with the rolling stones gimme shelter,Merry Clayton,16,1,0.6
780,meaning of the song helena by my chemical romance,about the band members Gerard Way and Mikey Way 's late grandmother,9,1,0.5
781,who sings i don't want to lose your love tonight,American country music artist Crystal Gayle,25,0,0.0
782,who sings i don't want to lose your love tonight,John O'Banion,21,0,0.0
783,who is the president of iowa state university,Wendy Wintersteen,22,1,0.5
784,what would the winner of the greek theater contest win,a wreath of ivy,12,0,0.0
785,what was the capital city of the aztec empire,Tenochtitlan,10,1,0.986013986013986
786,what is the southern most point in canada,Middle Island,27,1,0.5
787,where is the college softball world series played,Oklahoma City,19,1,0.6111111111111112
788,who played jessica in man from snowy river,Sigrid Thornton,18,1,1.0
789,who had the rights to the krays book,Pan Books,9,1,0.3333333333333333
790,who had the rights to the krays book,Sidgwick & Jackson,19,1,0.3333333333333333
791,where did andy go at the end of shawshank redemption,Zihuatanejo,11,1,0.75
792,what is the reason of war between saudi and yemen,influence the outcome of the Yemeni Civil War in favour of the government of President Abdrabbuh Mansur Hadi,11,1,1.0
793,what is mcdonald's special sauce on the big mac,"store - bought mayonnaise , sweet pickle relish and yellow mustard whisked together with vinegar , garlic powder , onion powder and paprika",9,1,1.0
794,mukkurthi national park in nilgiri hills is the sanctuary for,the Nilgiri tahr,7,1,0.942857142857143
795,who played charlie conway in the mighty ducks,Joshua Browning Carter Jackson,9,1,0.3333333333333333
796,who is the greatest horse that ever lived,Secretariat,11,1,0.2159090909090909
797,who played the original michael myers on halloween,"Nick Castle for most of the film , with Tony Moran and Tommy Lee Wallace substituting in during the final scenes",17,1,1.0
798,when does carlos find out about the affair,the first season finale,22,1,0.08333333333333333
799,when did mamma mia film first come out,"June 30 , 2008",31,1,1.0
800,who is the real winner of 1965 war,India,32,1,0.4444444444444444
801,when did jazz became popular in the united states,a period in the 1920s and 1930s,44,1,0.125
802,what is the cut for the masters golf,within 10 strokes of the leader 's score,9,1,1.0
803,what is the cut for the masters golf,in the top 50 places ( ties counting ),11,1,1.0
804,anjali tarak mehta ka ooltah chashmah real name,Neha Mehta,7,1,0.6388888888888888
805,what is a curate in the anglican church,"priests ( or , in the first year , transitional deacons ) who are in their first post after ordination ( usually for four years ) , and are completing their training ( not unlike an apprenticeship )",24,1,1.0
806,who is the lead singer in five finger death punch,Ivan L. Moody,20,1,0.25
807,what physical effect causes circulation in the atmosphere of jupiter,convection,10,1,0.725
808,who holds the record for the longest field goal,Matt Prater,10,1,1.0
809,when did the book of eli come out,2010,28,1,0.6632867132867132
810,how many songs did the grateful dead play,songs documented to have been played by the band exceeds 500,20,1,1.0
811,when did hearst castle became a state park,1954,11,1,1.0
812,what is the population of eagle river wi,"1,398",10,1,1.0
813,how many terminals are there at vienna airport,four,14,1,0.6364468864468864
814,who wins at the end of friday night lights,Dallas Carter High School,11,1,0.6666666666666666
815,what is the most common cause of depurination,the presence of endogenous metabolites undergoing chemical reactions,10,1,1.0
816,who plays zoe barnes on house of cards,Kate Rooney Mara,8,1,0.125
817,where did zeus spend most of his time,Mount Olympus,11,1,0.5909090909090908
818,when do you have a high pressure zone,where the atmospheric pressure at the surface of the planet is greater than its surrounding environment,17,1,1.0
819,what is the end of the bone called,epiphysis,7,1,0.325
820,where did the name montgomery biscuits come from,"from over 4,000 entries in a `` name the team '' contest , due in part to tying into indigenous affiliation and potential marketing and pun possibilities ( for example , `` Hey , Butter , Butter , Butter '' or the team 's souvenir store , the `` Biscuit Basket '' )",10,1,1.0
821,the chemicals produced in plants which stimulate growth are called,Plant hormones,11,1,0.3833333333333333
822,who sang can't live without you originally,Badfinger,9,1,1.0
823,where did a river runs through it take place,"Missoula , Montana",23,1,1.0
824,which congressional act was passed to end the abuses of the spoils system,the Pendleton Act,11,1,0.6
825,how much wood could a woodchuck chuck tongue twister lyrics,`` How much wood would a woodchuck chuck if a woodchuck could chuck wood ? '',29,1,1.0
826,where did a nuclear reactor explode in ukraine,"at the Chernobyl Nuclear Power Plant near Pripyat , a town in northern Ukrainian Soviet Socialist Republic which was part of the Soviet Union ( USSR )",11,1,0.1111111111111111
827,when will olaf's frozen adventure be on dvd,"December 7 , 2017",8,1,1.0
828,where is the us embassy in mexico located,"Paseo de la Reforma , Colonia Cuauhtémoc , Mexico City",14,1,1.0
829,how long is the edolas arc in fairy tail,24 episodes,8,1,0.5396825396825395
830,who is the winner of america's got talent 2016,Grace VanderWaal,21,1,0.8303571428571428
831,what was the vote of texas vs johnson case,5 -- 4,14,1,1.0
832,who won the grey cup this year 2017,the Toronto Argonauts,17,1,0.7928571428571429
833,where does the xbox 360 controller plug in,an attached USB hub,10,1,1.0
834,where does the xbox 360 controller plug in,any of the USB ports on the console,9,1,1.0
835,what's the hottest natural pepper in the world,the ghost pepper,6,0,0.0
836,where does the head of the rib attach,the spine,7,1,0.5635897435897437
837,where does the cape may ferry go to,"Lewes , Delaware",9,1,1.0
838,where does the song that never ends come from,"Lamb Chop 's Sing - Along , Play - Along",12,1,1.0
839,when does agt season 13 start on tv,"May 29 , 2018",12,1,1.0
840,what does barium do in a ct scan,improve visualization,8,1,0.5
841,who plays ray in star wars the last jedi,Daisy Ridley,15,1,1.0
842,when did the i pad air 2 come out,October 2014,27,0,0.0
843,who is the leader of the united kingdom 2017,Theresa May,21,1,0.9030253696920363
844,when was the last time someone had smallpox,26 October 1977,9,1,1.0
845,what is the third level of government in australia,Local government,25,1,0.7944444444444445
846,who is the main character in gone with the wind,Scarlett O'Hara,10,1,1.0
847,how deep can man dive in the ocean,300 m ( 980 ft ),10,1,1.0
848,who termed uprising of 1857 as the first war of independence,Vinayak Damodar Savarkar,18,1,0.8259259259259257
849,what is the purpose of the book of leviticus,"ritual , legal and moral practices",6,1,1.0
850,who is.the mother in how i met your mother,Tracy McConnell,8,1,1.0
851,who is the patron saint for lost items,"Saint Anthony of Padua ( Portuguese : St. António de Lisboa ) , born Fernando Martins de Bulhões ( 15 August 1195 -- 13 June 1231 ) , also known as Anthony of Lisbon",12,0,0.0
852,bridget jones diary who does she end up with,Mark,11,1,0.9866452991452991
853,when is the festival of lights in thailand,on the evening of the full moon of the 12th month in the traditional Thai lunar calendar,9,0,0.0
854,where is icc world cup 2019 is going to be held,Wales,23,1,0.8016233766233765
855,where is icc world cup 2019 is going to be held,England,17,1,0.8484928651595318
856,what is the population of san luis obispo,"45,119 at the 2010 census",8,1,1.0
857,who is the female singer in all that remains,Aaron `` Bubble '' Patrick,17,0,0.0
858,who won the case in mueller v. oregon,Oregon,15,1,1.0
859,where does the movie monster trucks take place,North Dakota,24,1,1.0
860,who sings i got soul but i'm not a soldier,American rock band The Killers,26,1,0.25
861,when did the north and south korea war start,on 25 June 1950,16,1,0.1
862,what is the person who does an autopsy,pathologist,16,1,0.3269230769230769
863,where is most water in the body found,various body fluids,10,1,1.0
864,how many season of breakout kings are there,two,8,1,0.8210789210789212
865,who owns the rights to the twilight zone,Warner Bros.,10,1,0.9166666666666666
866,when is the movie a wrinkle in time coming out,"March 9 , 2018",12,1,0.5
867,who voiced red hood in under the red hood,Jensen Ackles,9,1,1.0
868,who fired the first shot at fort sumter,Lt. Henry S. Farley,26,1,0.5
869,who is the dancer in thinking out loud music video,Brittany Cherry,11,1,1.0
870,who is the dancer in thinking out loud music video,Sheeran,10,1,0.75
871,what is the premium amount for the pradhan mantri suraksha bima yojana,annual premium of ₹ 12 ( 19 ¢ US ) exclusive of taxes,6,1,1.0
872,why is the advent wreath made of evergreen branches,"evergreen leaves , which `` represent the hope of eternal life brought by Jesus Christ",8,1,1.0
873,where does the new it movie take place,"Derry , Maine",11,0,0.0
874,who sings the national anthem for the detroit red wings,Karen Newman,14,1,0.2
875,which mountains would you cross to travel from northern italy to switzerland,The Alps,20,1,0.5602873317159031
876,what are the 4 climate zones of africa,subtropical highland climate,16,1,0.6666666666666666
877,what are the 4 climate zones of africa,equatorial climate,16,1,1.0
878,what are the 4 climate zones of africa,tropical wet and dry climate,16,1,1.0
879,what are the 4 climate zones of africa,tropical monsoon climate,15,1,1.0
880,what are the 4 climate zones of africa,semi-desert climate,16,1,1.0
881,what are the 4 climate zones of africa,desert climate,15,1,0.6666666666666666
882,when did the cubs win the world series last,2016,20,1,1.0
883,star trek voyager 7 of 9 first episode,the first episode of the fourth season,30,0,0.0
884,who appoints the chairman of union public service commission,the President,13,1,0.8911206077872743
885,what are the dots on a domino called,spots,7,1,0.5833333333333334
886,who is the girl in wake me up when september ends video,Evan Rachel Wood,24,1,1.0
887,how many states border an ocean in the united states,twenty - three,49,0,0.0
888,how many wars has pakistan fought with india,four,15,1,0.7315406815406815
889,who does the canadian charter of rights apply to,political rights to Canadian citizens and civil rights of everyone in Canada,11,1,1.0
890,who wrote the song the very thought of you,Ray Noble,24,1,1.0
891,who created the excise tax as part of his financial plan,"Alexander Hamilton , first Secretary of the Treasury",14,0,0.0
892,an existing rock that changes during metamorphism to create a metamorphic rock is called,protolith,13,1,0.95
893,where did the chicago bulls play before the united center,Chicago Stadium,28,1,0.7236111111111111
894,what was the purpose of the last challenger mission,to carry out several lessons from space and observe Halley 's Comet,11,0,0.0
895,where did the industrial revolution take place in britain,stretched from the Scottish lowlands to the valleys of southern Wales,21,1,0.5
896,what does nfc and afc stand for in the nfl,American Football Conference,7,1,0.66678198344865
897,what does nfc and afc stand for in the nfl,National Football Conference,7,1,0.7974698141364808
898,different types of oils that can be used with an oio lens,synthetic immersion oils,9,1,0.5
899,different types of oils that can be used with an oio lens,cedar tree oil,18,1,0.5
900,when was harambe brought to the cincinnati zoo,"September 18 , 2014",8,1,1.0
901,write the name of the fuels commonly used for cooking,LP gas,10,1,1.0
902,write the name of the fuels commonly used for cooking,Kerosene,10,1,0.6434213934213935
903,where was gimme gimme gimme filmed,"in Studio 2 at The London Studios , South Bank , London",7,1,0.5
904,where does the plastic go on tide pods,The packaging,7,1,0.5
905,what happened to mackenzie's daughter in the shack,murdered,7,1,1.0
906,what happened to mackenzie's daughter in the shack,abducted,7,1,1.0
907,who is one of the founding fathers of symbolic interactionism,George Herbert Mead,10,1,0.7769230769230769
908,percentage of irrigated land in india is about,47.7 %,32,1,1.0
909,when did the little mermaid first come out,"November 17 , 1989",47,1,0.16666666666666666
910,who did south africa play in 1995 rugby world cup,New Zealand,19,1,0.9790695415695414
911,when was the universal declaration of human rights created,10 December 1948,15,1,0.9166666666666666
912,who wrote the famous song say it loud i'm black and im proud,Alfred `` Pee Wee '' Ellis,20,1,1.0
913,where does cuba lie in relation to the united states,south of the Straits of Florida,28,0,0.0
914,who sings there's no smoke without a fire,Bad Company,9,1,1.0
915,section 7 of copland's appalachian spring is in,CBS Reports,13,1,1.0
916,where do all sons and daughters go to church,Journey Church in Franklin,12,1,1.0
917,agitator wash technique is used in which type of washing machine,top load washing machine,10,1,0.3333333333333333
918,where is the college football national championship game,"Levi 's Stadium in Santa Clara , California",8,1,0.19642857142857142
919,where is the liver located in a human body,"right upper quadrant of the abdomen , below the diaphragm",7,1,1.0
920,who won the last mens cricket world cup,Australia,16,1,1.0
921,what is stacey's surname in gavin and stacey,West,7,1,0.6845238095238095
922,where did they film kong skull island at,various locations around Vietnam,10,1,1.0
923,where did they film kong skull island at,Hawaii,11,1,1.0
924,who has the power to issue a subpoena,the chairman,9,1,0.6388888888888888
925,who has the power to issue a subpoena,the full committee,33,1,0.5
926,who has the power to issue a subpoena,permit subcommittees,9,1,0.5
927,who won the first season of the voice,Javier Colon,35,1,0.2222222222222222
928,what is the tallest monument in the united states,Gateway Arch,28,1,0.125
929,when did the first fidget spinners come out,1993,64,1,0.5213675213675213
930,what was the ruling in district of columbia v. heller,"that the Second Amendment protects an individual 's right to possess a firearm unconnected with service in a militia for traditionally lawful purposes , such as self - defense within the home",10,1,1.0
931,what were the two sides of the american revolution,American Patriots in the Thirteen Colonies,75,1,1.0
932,what were the two sides of the american revolution,Great Britain,53,1,0.8155594405594404
933,who played sax on baker street by gerry rafferty,Raphael Ravenscroft,8,1,0.9166666666666666
934,where is the musee d'orsay located in paris,on the Left Bank of the Seine,14,1,0.7708333333333333
935,who did charlie puth write see you again for,"Vail Cerullo , a friend of Puth 's time at Berklee College of Music , who perished in a motorcycle accident in 2012",18,1,0.5
936,when was the last time the united states did not have a deficit,during fiscal year 2001,48,0,0.0
937,what is the meaning of the proverb still waters run deep,commonly taken to mean that a placid exterior hides a passionate or subtle nature,21,1,1.0
938,who sings i like it like that yeah baby,Pete Rodriguez,14,1,0.14285714285714285
939,the online sales of goods and services is known as,E-commerce,9,1,0.8333333333333333
940,where did the name amber alert come from,"Amber Hagerman , a 9 - year - old abducted and murdered in Arlington , Texas , in 1996",10,1,1.0
941,where did the name amber alert come from,America 's Missing : Broadcast Emergency Response,10,1,1.0
942,what's the state of new york city,the state of New York,25,1,0.75
943,who introduced the color wheel to represent the organization of color,Isaac Newton,8,1,0.7685897435897435
944,absorption is a major function of the gi tract. how is absorption accomplished in the gi tract,"active transport , facilitated diffusion",8,1,0.5
945,where is the roman forum located in rome,at the center of the city of Rome,18,1,1.0
946,when was daylight savings time created in the usa,1918,17,1,0.692207792207792
947,where do they kick the extra point from,15 - yard line,23,1,0.5
948,who was the original hosts of american idol,Ryan Seacrest,12,1,1.0
949,who was the original hosts of american idol,Brian Dunkleman,12,1,0.5277777777777777
950,who has the most mvps in mlb history,New York Yankees,11,1,0.6806122448979591
951,angola and mozambique were once colonies of which country,Portugal,10,1,0.853030303030303
952,during which phase of meiosis do homologous chromosomes exchange segments,pachytene stage of prophase I,19,1,0.8333333333333333
953,when was live like you were dying written,2004,16,1,0.75
954,who won the golden bat in champion trophy 2017,Shikhar Dhawan,13,1,0.8333333333333333
955,when was the first ice cream parlor opened,1686,12,1,1.0
956,what percentage of the european population perished from the plague between 1348 and 1400,30 -- 60 %,35,1,0.3333333333333333
957,which had created the office of the secretary of state for india,1858,27,1,0.740909090909091
958,where is archangel raphael mentioned in the bible,John 5 : 1 -- 4,8,1,1.0
959,how many sessions are there in a term of congress,two - year terms with one session each year,12,1,0.125
960,who is the prime minister of england in 2017,Theresa May,22,1,0.25
961,when did new mexico become part of the us,"January 6 , 1912",29,1,0.8333333333333334
962,who plays the professor in the lion the witch and the wardrobe,Jim Broadbent,11,1,0.18333333333333335
963,who is the only leader to be elected pm of pakistan three times,Nawaz Sharif,19,1,0.5690476190476191
964,who plays alex in wizards of waverly place,Selena Gomez,27,1,0.9263455988455989
965,where is the uvea of the eye located,the vascular middle layer of the eye,15,1,1.0
966,where was the original friday the 13 filmed,New Jersey,21,1,0.25
967,what happens when you bat out of order in mlb,the batter is out,10,1,1.0
968,who is the song sweet judy blue eyes about,"Stephen Stills ' former girlfriend , singer / songwriter Judy Collins",12,1,1.0
969,who published the book the presidential succession of 1910,Francisco Ignacio Madero González,12,1,0.25
970,from where east india company entered in india,Surat,29,1,0.8069444444444445
971,what provisions in the constitution are designed to ensure a fair trial,the Sixth Amendment,11,1,0.7433333333333334
972,who wrote the magic school bus theme song,Peter Lurye,11,1,1.0
973,who sang wake me up before you go-go,Wham !,13,1,1.0
974,when is comedians in cars getting coffee coming to netflix,season ten ( 2018 ),19,1,1.0
975,who is she's got a way about,Joel 's first wife Elizabeth,14,1,0.5
976,who replaces the president in order of succession,"Vice President ,",9,1,0.5583333333333333
977,who played katie douglas on my three sons,Tina Cole,36,1,0.5909090909090909
978,who sings i will follow him in sister act,the nuns ' chorus,15,1,0.5
979,what religion is the owner of chick fil a,Southern Baptist,16,1,1.0
980,meaning of the house of the rising sun lyrics,a life gone wrong in New Orleans,9,1,1.0
981,what is target disk mode on a mac,a boot mode,7,1,1.0
982,the american pilot who flew nonstop across the atlantic in 33 hours in 1927 was,Charles Augustus Lindbergh,22,1,1.0
983,who designed the nigerian flag and in what year,1959,20,1,1.0
984,who designed the nigerian flag and in what year,Michael Taiwo Akinkunmi,21,0,0.0
985,coaches who have won college and nfl championships,Pete Carroll,9,0,0.0
986,coaches who have won college and nfl championships,Barry Layne Switzer,9,0,0.0
987,coaches who have won college and nfl championships,Jimmy Johnson,9,1,0.1
988,who did the french revolt against in 1789,the monarchy,22,1,0.7898860398860398
989,who sings the song you dropped the bomb on me,"The Gap Band ,",13,1,1.0
990,when did the battle of waterloo start and end,18 June 1815,26,1,1.0
991,what was the result of the womens suffrage movement,the right of women to vote in elections,21,1,0.5
992,when did michael jordan do the air jordan,1985,22,1,0.8095238095238094
993,who dies at the end of west side story,Tony,23,1,1.0
994,where was the first oil well drilled in oklahoma,"Atoka County , Choctaw Nation , Indian Territory",15,1,1.0
995,when did the land before time movies come out,1988,14,1,1.0
996,what does the lone ranger say to silver,"Hi - yo , Silver ! Away !",10,1,1.0
997,where is the trump tower in new york,"721 -- 725 Fifth Avenue between 56th and 57th Streets in Midtown Manhattan , New York City",21,1,1.0
998,when did the spitfire go out of service,1 January 1951,19,1,1.0
999,coming home for christmas 2017 where was it filmed,"Abbotsford , Vancouver and Langley areas",15,1,1.0
1000,who plays the new female mayor on blue bloods,Margaret Dutton,14,1,1.0
1001,first person to sail around the world by the clipper route,Joshua Slocum,30,1,0.7555555555555555
1002,what are the big orcs in lord of the rings,The Uruk - hai,7,1,0.5036075036075035
1003,what do you call a hamburger without a bun,meat patty,9,1,0.7777777777777778
1004,what do you call a hamburger without a bun,burger,9,1,0.7658119658119659
1005,when is the dative case used in german,to mark the indirect object of a German sentence,13,1,1.0
1006,inclusion bodies formation of syncytia and change in cell shape are examples of,Cytopathic effect,11,1,0.75
1007,who sent the wedding video to gossip girl,Dan,10,1,0.970862470862471
1008,what was significant about the outcome of the august coup in the soviet union,demise of the CPSU and the dissolution of the Soviet Union,20,1,0.25
1009,who coined the term zymase for enzymes in yeast,Eduard Buchner,8,1,1.0
1010,how many senate seats are up for grabs in 2018,33 of the 100 seats in the Senate being contested in regular elections and two seats being contested in special elections,13,1,1.0
1011,who sang the original version of walking in memphis,Marc Cohn,9,1,0.75
1012,who plays will's mum in fresh prince of bel air,Vernee Watson - Johnson,9,1,0.1111111111111111
1013,who played fred rutherford on leave it to beaver,Richard Deacon,9,1,0.8875
1014,100 proof rum contains what percentage of alcohol,50 %,14,1,0.7644230769230769
1015,how many australian soldiers were killed in world war 2,"Over 27,000",30,1,0.3333333333333333
1016,when was the song my heart will go on written,1997,9,1,0.5777777777777777
1017,3. the drakensberg has the 2nd highest waterfall in africa. what’s it called,the Tugela Falls ( Thukela Falls ),19,1,1.0
1018,what did pryzm nottingham used to be called,Palais de Danse,9,1,1.0
1019,what is the airport code for panama city florida,"IATA : ECP , ICAO : KECP , FAA LID : ECP",11,1,0.5
1020,who got their ear bit off in boxing,Evander Holyfield,10,1,1.0
1021,what was the theme of national science day celebrated on 28 february 2017,`` Science and Technology for Specially Abled Persons '',21,1,1.0
1022,what is mercer in do androids dream of electric sheep,eternally climbs up a hill while being hit with crashing stones,9,1,1.0
1023,when does the man from uncle take place,1963,15,1,0.29166666666666663
1024,when did they start putting iodine in salt,1924,10,1,0.5317460317460316
1025,where did quality street get its name from,after a play by J.M. Barrie,26,1,0.5
1026,where did they film american horror story coven,Los Angeles,27,1,0.8534722222222222
1027,where did they film american horror story coven,New Orleans,14,1,0.6833333333333333
1028,who owns the westgate hotel in las vegas,Westgate Resorts,11,1,1.0
1029,the tendency to judge other cultures by the standards of one’s own is considered,Ethnocentrism,18,1,0.3666666666666667
1030,who sings the song waiting on a woman,American country music artist Brad Paisley,17,1,0.14285714285714285
1031,who votes for the ap top 25 basketball,65 sportswriters and broadcasters from across the nation,14,1,1.0
1032,how far is vidor tx from beaumont tx,six miles,11,1,0.5
1033,when was the last debutantes presented at court,1958,11,1,0.611111111111111
1034,number of hemoglobin molecules in a red blood cell,approximately 270 million,18,1,1.0
1035,when is the big 10 mens basketball tournament,2019,33,1,0.25
1036,who narrated the original 1966 how the grinch stole christmas,Boris Karloff,21,1,0.762037037037037
