,question,answer,query_duration,answer_present,average_precision
6600,who played the original wednesday on the addams family,"Lisa Loring ( born Lisa Ann DeCinces ; February 16 , 1958 )",4,0,0.0
6601,who's playing in the super bowl 52,New England Patriots,4,1,0.5833333333333333
6602,who's playing in the super bowl 52,Philadelphia Eagles,5,1,1.0
6603,which film won best film award in 2017 oscars,Moonlight won three awards including Best Picture,8,0,0.0
6604,5.the no secrets document was produced by the department of health in what year,2000,10,1,1.0
6605,what type of food is cuba known for,"a blend of Native American Taino food , Spanish , African , and Caribbean cuisines",6,0,0.0
6606,when does the winter season begin in chile,June,26,1,1.0
6607,when does the series outlander start on starz,November 2018,4,1,1.0
6608,which is the top most iit in india,IIT Council,8,0,0.0
6609,world wide accrediting commission of christian educational institutions,United States Department of Education,6,1,0.5
6610,who wrote the song they can't take that away from me,Ira Gershwin,9,1,1.0
6611,who wrote the song they can't take that away from me,George Gershwin,14,1,1.0
6612,who was the first person killed in a car accident,Bridget Driscoll,10,0,0.0
6613,what did cccp stand for in the soviet union,"the Union of Soviet Socialist Republics ( USSR , Russian : СССР )",4,1,0.5
6614,who was the chilean dictator that ruled throughout the 70s and 80s,Augusto José Ramón Pinochet Ugarte,11,0,0.0
6615,what are the 4 freedoms of the eu,labour,13,1,0.5
6616,what are the 4 freedoms of the eu,goods,6,1,0.5
6617,what are the 4 freedoms of the eu,capital,7,1,0.5
6618,what are the 4 freedoms of the eu,services,7,1,0.5
6619,who is the current king of country music,George Harvey Strait,11,0,0.0
6620,who plays arizona robbins on grey's anatomy,Jessica Brooke Capshaw Gavigan,8,0,0.0
6621,the fast pace growth of cities is called,Urbanization,12,0,0.0
6622,what is at the bottom of seneca lake,Numerous canal barges,3,1,1.0
6623,how many 10 cards are in a deck of 52 cards,four,11,1,1.0
6624,what is the hottest pepper in the usa,Carolina Reaper,5,0,0.0
6625,where are faeces formed in the human body,small intestine,8,1,0.5
6626,who is the actress who plays sansa stark,Sophie Turner,9,1,1.0
6627,who claimed that reality is the eternal realm of the forms,Plato,14,1,1.0
6628,name of the present pope of vatican city,Pope Francis,5,1,1.0
6629,the leader of the communist forces in north vietnam was,President Ho Chi Minh,14,1,1.0
6630,who plays the queen on game of thrones,Headey,6,1,0.5833333333333333
6631,who cut the ribbon on the sydney harbour bridge,de Groot,12,1,1.0
6632,who wrote i've got to be me,Walter Marks,10,0,0.0
6633,when does new harry potter game come out,25 April 2018,12,0,0.0
6634,where is the respiratory center located in the brain,"the medulla oblongata and pons , in the brainstem",11,1,1.0
6635,who sings light it up i'm on fire,Fall Out Boy,11,0,0.0
6636,what is necessary for a substance to undergo fermentation,sugar in the absence of oxygen,6,1,1.0
6637,what does the prefix tre mean in cornwall,settlement or homestead,6,1,1.0
6638,american pie cast in orange is the new black,Natasha Bianca Lyonne Braunstein,10,0,0.0
6639,who plays the little boy in pursuit of happiness,Jaden Smith,10,1,0.5
6640,when was islamic banking system introduced in pakistan,"January 1 , 1980",19,1,1.0
6641,what landform is not common in an area of karst topography,surface water,11,1,1.0
6642,who wrote if i close my eyes forever,Marilyn Bergman,6,1,0.5
6643,who wrote if i close my eyes forever,Billy Goldenberg,7,1,0.5
6644,who wrote if i close my eyes forever,Alan Bergman,13,1,0.5
6645,when is big boss 2 starting in telugu,10 June 2018,10,1,1.0
6646,when was bipolar disorder first recognized as a psychological disorder,German psychiatrist Karl Leonhard,8,1,0.5
6647,where did the term $64 000 question come from,"The $64,000 Question was an American game show broadcast from 1955 to 1958",17,1,1.0
6648,who is the actor that plays venus on sons of anarchy,Walton Sanders Goggins Jr.,22,0,0.0
6649,i established the first private orphanage in new york city,née Schuyler,20,0,0.0
6650,i established the first private orphanage in new york city,Elizabeth Hamilton,9,0,0.0
6651,who wrote the theme from a summer place,music by Max Steiner,14,1,1.0
6652,who wrote the theme from a summer place,lyrics by Mack Discant,12,1,1.0
6653,un peacekeepers are easily recognized by what piece of clothing,light blue berets or helmets,5,1,1.0
6654,how many episodes in seal team season 1,22 episodes,7,1,0.8333333333333333
6655,least amount of pitches thrown in mlb game,58,6,0,0.0
6656,who was the supreme commander of the western allied forces in europe,Dwight D. Eisenhower,12,1,1.0
6657,where are the organisms that produce aflatoxins found,grains,11,1,1.0
6658,where are the organisms that produce aflatoxins found,soil,4,1,0.8333333333333333
6659,where are the organisms that produce aflatoxins found,decaying vegetation,4,1,1.0
6660,where are the organisms that produce aflatoxins found,hay,4,1,1.0
6661,who played daisy duke on dukes of hazzard,Catherine Bach,3,1,1.0
6662,when and where did the million mom march take place,"on Mother 's Day , May 14 , 2000 in the Washington D.C. National Mall",15,1,1.0
6663,who played jackie kennedy in the film jackie,Natalie Portman,4,1,1.0
6664,who has the most grand slams of all time,Alex Rodriguez,11,1,0.3333333333333333
6665,which great society program dealt with urban renewal,the Model Cities Program,16,1,0.5
6666,who saved young sita when she went out of the palace in disguise,Rama,19,1,1.0
6667,what is harry potter and the forbidden journey 2010,"a motion - based dark ride located in The Wizarding World of Harry Potter themed areas of Islands of Adventure in Orlando , Florida , Universal Studios Hollywood in Universal City , California , and Universal Studios Japan in Osaka , Japan",15,1,1.0
6668,who plays brandi max in parks and rec,Mara Marini,12,0,0.0
6669,who baked the cake that appears on the cover of let it bleed,then - unknown cookery writer Delia Smith,12,1,1.0
6670,who was president when yellowstone became a national park,Ulysses S. Grant,15,1,1.0
6671,who is the general manager of the st louis cardinals,John Mozeliak,18,1,1.0
6672,who does the voice of salem in sabrina the teenage witch,Nicholas `` Nick '' Bakay,28,0,0.0
6673,who has the lowest batting average in major league baseball,Bill Bergen,6,1,1.0
6674,who wrote the work ' the post office',Charles Bukowski,5,1,0.5
6675,who is the main character in memoirs of a geisha,`` Sayuri '',7,1,1.0
6676,who is the main character in memoirs of a geisha,Chiyo Sakamoto,13,1,1.0
6677,percentage of blood made up of red blood cells,45 %,6,1,1.0
6678,who won masterchef usa 2014 luca and natasha,Luca Manfè,6,1,0.5
6679,the 13th edition of economic cooperation organisation summit was held in which country,"Islamabad , Pakistan",8,1,1.0
6680,when did the dr. phil show first air,"September 16 , 2002",16,1,1.0
6681,what type of coaster is the millennium force,steel,5,1,1.0
6682,what is the origin of the name rhoda,both Greek and Latin,4,1,1.0
6683,when were the first us advisors sent to vietnam,September 1950,16,1,1.0
6684,where did they film the movie safe haven,"the Linn Cove Viaduct along the Blue Ridge Parkway near Grandfather Mountain in Linville , North Carolina",7,1,1.0
6685,where did they film the movie safe haven,"Wilmington and Southport , North Carolina",11,1,1.0
6686,where did they film the movie safe haven,Louisiana,10,1,1.0
6687,who plays justin russo in wizards of waverly place,David Clayton Henrie,14,0,0.0
6688,why thallium is known as the poisoner's poison,Because of its use for murder,4,1,0.8333333333333333
6689,what season of got is the red wedding,third season,12,0,0.0
6690,where was an eye for an eye western filmed,1966,9,1,1.0
6691,what kind of screwdriver to open macbook pro,pentalobe screwdrivers,9,1,0.3333333333333333
6692,who played selena's mom in the movie,Constance Marie,8,0,0.0
6693,where did how much wood could a woodchuck chuck come from,"a 1902 song `` The Woodchuck Song '' , written by Robert Hobart Davis for Fay Templeton in the musical The Runaways",14,1,1.0
6694,a small parrot native to the australian outback is called,Rosellas,5,0,0.0
6695,who authored the famous novel the fountain head,Ayn Rand,7,0,0.0
6696,who started the naacp and what was their purpose,"to advance justice for African Americans by W.E.B. Du Bois , Mary White Ovington and Moorfield Storey",22,0,0.0
6697,what is the point of the commonwealth games,Pan-Britannic - Pan-Anglican Contest and Festival every four years as a means of increasing goodwill and good understanding of the British Empire,5,1,1.0
6698,who has won the most german league titles,Bayern Munich,15,1,1.0
6699,why did the us imposed an oil embargo on japan,Japanese occupation of key airfields in Indochina ( July 24 ) following an agreement between Japan and Vichy France,18,0,0.0
6700,who wrote the most wonderful time of the year,Edward Pola and George Wyle,15,1,1.0
6701,on the top of how many hill is shimla built,seven,9,1,1.0
6702,who developed the concept of an iron law of wages,Ferdinand Lassalle,7,1,1.0
6703,who sang the song please come to boston,Dave Loggins,5,1,1.0
6704,how many asian countries are participating in fifa world cup 2018,five,11,1,1.0
6705,who plays the cowboy in the big lebowski,Samuel Pack Elliott,5,1,0.5
6706,what kind of car is the car in the movie the car,a customized 1971 Lincoln Continental Mark III,13,1,1.0
6707,the caribbean basin initiative of the 1980s sought to,to provide several tariff and trade benefits to many Central American and Caribbean countries,6,1,1.0
6708,where was my name is earl supposed to take place,Camden County,10,1,1.0
6709,what does double yellow lines mean on a road,"a no - passing restriction or no passing zone , where crossing the line is prohibited",11,1,1.0
6710,when was the first sonic drive in opened,1956,16,1,1.0
6711,how is the concept of isostasy related to mountain building,"when large amounts of material are eroded away from a region , the land may rise to compensate",15,1,1.0
6712,which was daniel craig's second james bond film,Quantum of Solace,11,1,0.8333333333333333
6713,who is the issuing authority for employment authorization card,the United States Citizenship and Immigration Services ( USCIS ),10,1,1.0
6714,what mountain range runs along the borders of italy france and switzerland,High Alps,15,1,1.0
6715,2012 dodge avenger front or rear wheel drive,front - wheel drive,4,1,1.0
6716,which character is called the escape character in c#,\,9,1,1.0
6717,when was niagara falls established as a national park,1885,5,1,1.0
6718,where was the sons of katie elder filmed at,"Denver and Rio Grande Western Railroad ( now a scenic tourist train ) near Royal Gorge , Colorado , United States",5,1,1.0
6719,where was the sons of katie elder filmed at,"Durango , in northern Mexico",6,1,1.0
6720,who breaks a 50 50 tie in the senate,The Vice President of the United States,5,1,1.0
6721,who began the process of computer colorization of old black and white movies,Wilson Markle,11,1,0.5
6722,who does ryan date in season 4 of the oc,Taylor,6,1,1.0
6723,branch of science dealing with improvement of human race,Eugenics,14,1,0.3333333333333333
6724,what are the main components of a crm system,recognizing that the distribution of value of a relationship to the firm is not homogenous,14,1,1.0
6725,what are the main components of a crm system,building and managing customer relationships through marketing,7,1,1.0
6726,what are the main components of a crm system,observing relationships as they mature through distinct phases,4,1,1.0
6727,what are the main components of a crm system,managing these relationships at each stage,11,1,1.0
6728,when did mary anderson invented the windshield wiper,November 1903,4,1,1.0
6729,who introduced western art techniques to the chinese,Matteo Ricci,7,1,1.0
6730,what states plan created the house of representatives,Virginia,15,1,1.0
6731,who is the owner of mcalister's deli,Focus Brands,10,1,0.3333333333333333
6732,what kind of stone is the rosetta stone,granodiorite stele,8,1,1.0
6733,when did india become independent from british rule,15 August 1947,17,1,0.5
6734,where does the most substrate level phosphorylation occur,in mitochondria,8,1,0.8333333333333333
6735,where does the most substrate level phosphorylation occur,in the cytoplasm of cells,15,1,1.0
6736,who sings its not easy to be me,Five for Fighting,4,0,0.0
6737,when does meredith find out pierce is her sister,the season ten finale,12,1,1.0
6738,who is the song perfect by ed sheeran about,his girlfriend Cherry Seaborn,5,1,1.0
6739,who played jesus in the greatest story ever told,Max von Sydow,9,1,1.0
6740,who played bloody mary in south pacific movie,Juanita Hall,13,1,1.0
6741,where will the world cup be hosted next,Qatar,7,1,1.0
6742,what is the name for a bishops hat,mitre,8,1,1.0
6743,when did residential schools start and end in canada,1996,14,1,0.8333333333333333
6744,when did residential schools start and end in canada,1876,9,1,1.0
6745,who sings i'm telling you i'm not going,Jennifer Hudson,11,1,1.0
6746,who sings i'm telling you i'm not going,Jennifer Holliday,14,1,1.0
6747,when does new episodes of overlord come out,July 2018,9,1,0.5
6748,how many stores are in the galleria mall houston,375,20,1,1.0
6749,who played the dad in that 70 show,Kurtwood Larson Smith,5,0,0.0
6750,which president appears as a character in the play annie,Franklin D. Roosevelt,7,1,1.0
6751,what is the process of scattering seeds by hand known as,Hand sowing,15,0,0.0
6752,what are the names of the ghosts in pacman,"Blinky , Pinky , Inky and Clyde",10,0,0.0
6753,what flag has a blue triangle and red and white stripes,Czech Republic,6,0,0.0
6754,who has been the wife and mother of a us president,Abigail Adams,10,0,0.0
6755,where does the last name duran originate from,Spanish,13,1,0.3333333333333333
6756,who is the first woman ias officer in india,Anna Rajam George,8,0,0.0
6757,where is the original 5 points in nyc,Lower Manhattan,26,0,0.0
6758,major professional sports league in us and canada,Canadian Football League ( CFL ),15,1,0.8333333333333333
6759,major professional sports league in us and canada,Major League Baseball ( MLB ),12,1,1.0
6760,major professional sports league in us and canada,National Basketball Association ( NBA ),27,1,0.8333333333333333
6761,major professional sports league in us and canada,National Football League ( NFL ),13,1,1.0
6762,major professional sports league in us and canada,National Hockey League ( NHL ),8,1,0.8333333333333333
6763,major professional sports league in us and canada,Major League Soccer ( MLS ),22,1,1.0
6764,what type of poem is love among the ruins,rhyming couplets in which long trochaic lines are paired with short lines of three syllables,8,1,1.0
6765,where was the path of totality in the 1979 eclipse,Greenland,9,1,1.0
6766,where was the path of totality in the 1979 eclipse,Washington,9,1,1.0
6767,where was the path of totality in the 1979 eclipse,Oregon,20,1,1.0
6768,where was the path of totality in the 1979 eclipse,Idaho,4,1,1.0
6769,where was the path of totality in the 1979 eclipse,Montana,8,1,1.0
6770,where was the path of totality in the 1979 eclipse,North Dakota,11,1,1.0
6771,where was the path of totality in the 1979 eclipse,Saskatchewan,4,1,1.0
6772,where was the path of totality in the 1979 eclipse,Manitoba,18,1,1.0
6773,where was the path of totality in the 1979 eclipse,Ontario,16,1,1.0
6774,where was the path of totality in the 1979 eclipse,Quebec,4,1,1.0
6775,who invented the first traffic light in 1868,railway engineer J.P. Knight,7,1,1.0
6776,what part of the brain controls self image,prefrontal cortex,7,1,1.0
6777,what do fish use their dorsal fin for,to stabilize the animal against rolling and to assist in sudden turns,16,1,1.0
6778,when do monica and chandler like each other,At Ross 's wedding in London,5,1,0.3333333333333333
6779,when was the first castle built in the world,in the 9th and 10th centuries,6,1,1.0
6780,who won the new york city mayoral election 2017,Bill de Blasio,10,1,1.0
6781,how long does it take our solar system to orbit the galaxy,225 to 250 million terrestrial years,27,0,0.0
6782,who are the three angels mentioned by name in the bible,Raphael,8,1,1.0
6783,who are the three angels mentioned by name in the bible,Michael,14,1,1.0
6784,who are the three angels mentioned by name in the bible,Gabriel,22,1,1.0
6785,the explorer accurately mapped the coasts of europe and north africa,Piri Reis,8,1,0.5
6786,where does the u.s. government get its authority to tax,"Article I , Section 8 , Clause 1",10,1,0.3333333333333333
6787,when did the dark ages end and start,the Early Middle Ages ( c. 5th -- 10th century ),13,1,1.0
6788,who sang groovy kind of love in the 60s,Diane & Annita,12,1,1.0
6789,when was the first high definition tv made,1993,13,1,0.8333333333333333
6790,who played the queen in star wars the phantom menace,Natalie Portman,7,1,1.0
6791,arise awake and stop not till the goal is reached meaning,get out of their hypnotized state of mind,7,1,1.0
6792,what happened to the big valley crab boat,"capsized and sank Saturday , January 15 , 2005 , in the Bering Sea in an area 70 miles ( 110 km ) west of Saint Paul Island , Alaska",6,1,1.0
6793,how many episodes are in season 2 of dance moms,43,7,1,1.0
6794,who said those who cannot remember the past are condemned to repeat it,George Santayana,14,0,0.0
6795,who wrote the song watching you by rodney atkins,Brian Gene White,11,1,1.0
6796,who wrote the song watching you by rodney atkins,Rodney Atkins,16,1,1.0
6797,who wrote the song watching you by rodney atkins,Steve Dean,4,1,1.0
6798,who has won the most world snooker championships,Stephen Hendry,16,1,1.0
6799,where is the petrified forest national park located,Navajo and Apache counties in northeastern Arizona,4,1,1.0
6800,how many counties are there in the state of new york,62,7,1,1.0
6801,when did season 4 of jane the virgin start,"October 13 , 2017",7,1,1.0
6802,where is the inbetweeners meant to be set,fictional Rudge Park Comprehensive,8,1,1.0
6803,who sang on the road again canned heat,Alan Wilson,25,1,1.0
6804,what is the basic purpose of an audit,to provide an opinion whether `` financial statements '' ( the information being verified ) are stated in accordance with specified criteria,12,0,0.0
6805,where does the scorch trials movie take place,"the Scorch , a desolate landscape filled with dangerous obstacles",11,1,1.0
6806,when did the first papa john's open,1984,6,1,0.3333333333333333
6807,when is bring your son to work day,on the fourth Thursday in April,18,1,0.3333333333333333
6808,what's the name of the north star,Polaris,8,0,0.0
6809,where did the last name chapman originate from,"from the Old English occupational name céapmann `` marketman , monger , merchant '' , from the verb céapan , cypan `` to buy or sell '' and the noun form ceap `` barter , business ; a purchase . ''",8,0,0.0
6810,what does sap on my tv stand for,secondary audio programming,9,0,0.0
6811,what does sap on my tv stand for,Second audio program,16,0,0.0
6812,who does sarah end up with in must love dogs,Jake,14,1,1.0
6813,who wrote i drove all night roy orbison,Tom Kelly,9,1,1.0
6814,who wrote i drove all night roy orbison,Billy Steinberg,8,1,1.0
6815,what was discovered in 1870 in the black hills that brought many new settlers to the territory,Gold,15,1,1.0
6816,is the quantity of a substance in a mixture per unit volume of the mixture,Amount of substance,11,0,0.0
6817,diary of a wimpy kid the getaway where do they go,Isla De Corales,6,1,1.0
6818,who wrote about prebendalism as a major bane of nigerian politics,Joseph,21,1,1.0
6819,who has more playoff wins in the nfl,Tom Brady,12,1,0.5833333333333333
6820,the datum adopted in india is the mean sea level at,Mumbai,8,1,0.3333333333333333
6821,who made the song you got me going in circles,The Friends of Distinction,19,0,0.0
6822,what kind of magazine is the american economic review,peer - reviewed academic journal of economics,10,1,1.0
6823,what is the curve of your foot called,arch,5,1,1.0
6824,who killed diane jenkins on young and the restless,Nikki Newman,17,1,1.0
6825,how many episodes in season 8 of bones,24,9,1,1.0
6826,where is sitting bull falls in new mexico,"in a canyon in the Lincoln National Forest southwest of the city of Carlsbad , New Mexico",15,1,1.0
6827,who taught that governments should be ruled by philosopher-kings,Plato,8,1,0.8333333333333333
6828,by definition the law of increasing opportunity costs states that,"once all factors of production ( land , labor , capital ) are at maximum output and efficiency , producing more will cost more than average",17,1,1.0
6829,how many times sachin out in 90 to 99 in odi,a total of 27 times,11,0,0.0
6830,who sings i will always love you in the bodyguard,Whitney Houston,6,1,1.0
6831,when were peanut butter m&m's first introduced,1954,15,0,0.0
6832,who wins americas next top model cycle 7,"21 - year - old CariDee English from Fargo , North Dakota",10,0,0.0
6833,where did the song old macdonald come from,Tommy 's Tunes,12,1,1.0
6834,who started singing take me out to the ballgame,broadcaster Harry Caray,15,0,0.0
6835,who made history by winning 8 gold medals in the beijing olympics in one event,Michael Phelps,28,1,0.3333333333333333
6836,once upon a time song from what musical,All American,21,0,0.0
6837,where was the final match of womens cricket team held,"Lord 's Cricket Ground , London",11,0,0.0
6838,who shows up to surprise esperanza and ramona at the end of the novel,Abuelita,6,1,1.0
6839,when was the old tappan zee bridge built,"Construction started in March 1952 and the bridge opened to traffic on December 15 , 1955",12,1,1.0
6840,where does drag me to hell take place,"Pasadena , California",14,1,1.0
6841,who does mike wallace play for in the nfl,the Baltimore Ravens,13,1,1.0
6842,where was the movie high school musical filmed,Saint George,16,0,0.0
6843,where was the movie high school musical filmed,East High School,6,1,1.0
6844,where is the pierogi pocket located in the united states,Detroit,23,1,1.0
6845,where is the pierogi pocket located in the united states,New York,11,1,1.0
6846,where is the pierogi pocket located in the united states,New Jersey,12,1,1.0
6847,where is the pierogi pocket located in the united states,Pennsylvania,7,1,1.0
6848,where is the pierogi pocket located in the united states,Ohio,12,1,1.0
6849,where is the pierogi pocket located in the united states,Indiana,12,1,1.0
6850,where is the pierogi pocket located in the united states,Chicago,10,1,1.0
6851,what is the oldest football team in america,Green Bay Packers,15,0,0.0
6852,who invaded roman territory in the third century,the Alamanni,13,1,1.0
6853,who invaded roman territory in the third century,Goths,9,1,1.0
6854,where does the president stay in the white house,Executive Residence,8,1,1.0
6855,who played young rosa in orange is the new black,Stephanie Andujar,12,1,0.5
6856,how many ships did the union have in the civil war,671,16,1,0.3333333333333333
6857,where does the show the mist take place,"Bridgeville , Maine",5,0,0.0
6858,according to the rig veda the arms of purusha become,the four Varnas ( classes ),7,1,1.0
6859,who played diane on young and the restless,Maura West,4,1,1.0
6860,who played diane on young and the restless,Alex Donnelley,15,0,0.0
6861,who played diane on young and the restless,Susan Walters,11,0,0.0
6862,what programming language is used in microsoft access,Visual Basic for Applications,5,1,1.0
6863,who wrote she used to love me alot,Kye Fleming,10,0,0.0
6864,who wrote she used to love me alot,Dennis Morgan,9,0,0.0
6865,who wrote she used to love me alot,Charles Quillen,23,0,0.0
6866,where is democratic republic of congo located on the world map,"borders the Central African Republic and South Sudan to the north ; Uganda , Rwanda , Burundi and Tanzania to the east ; Zambia and Angola to the south ; the Republic of the Congo to the west and the Atlantic Ocean to the southwest",5,1,1.0
6867,greys anatomy what episode is the plane crash,the twenty - fourth and final episode of the eighth season,14,1,1.0
6868,which house of congress must revenue bills originate,the House of Representatives,34,1,1.0
6869,when did season 3 of queen of the south start,"June 21 , 2018",18,1,0.3333333333333333
6870,who made the discovery that finally cracked the code of hieroglyphics,Jean - François Champollion ( Champollion le jeune,5,0,0.0
6871,which state is madonna university located in nigeria,Anambra State,10,1,1.0
6872,when will brawl stars be released on android,"June 26 , 2018",6,1,1.0
6873,who holds the post of ex-officio chairman of rajya sabha,The Vice-President of India,6,1,0.5
6874,is indigo a shade of blue or purple,blue,18,1,1.0
6875,over what land route did the bubonic plague spread from asia to europe,Silk Road,14,1,1.0
6876,where is seattle located in the united states,"on an isthmus between Puget Sound ( an inlet of the Pacific Ocean ) and Lake Washington , about 100 miles ( 160 km ) south of the Canada -- United States border",6,1,1.0
6877,when did nigerian golden eaglets win the world under-17 fifa world cup,2015,17,1,1.0
6878,when did nigerian golden eaglets win the world under-17 fifa world cup,1985,19,1,0.8333333333333333
6879,when did nigerian golden eaglets win the world under-17 fifa world cup,1993,12,1,0.8333333333333333
6880,when did nigerian golden eaglets win the world under-17 fifa world cup,2007,7,1,0.8333333333333333
6881,when did nigerian golden eaglets win the world under-17 fifa world cup,2013,12,1,1.0
6882,who set fire to rick restaurant in desperate housewives,Porter and Preston,5,1,0.3333333333333333
6883,who plays dennis on it's always sunny in philadelphia,Glenn Franklin Howerton III,6,0,0.0
6884,where does the smell of vanilla come from,as it dries,6,1,1.0
6885,where does the smell of vanilla come from,phenolic compounds crystallize,7,1,1.0
6886,how long did sex and the city run,from 1998 until 2004,7,1,0.8333333333333333
6887,who presented the last seperate rail budget in india,Mr. Suresh Prabhu,22,1,1.0
6888,who is the little girl in when a man loves a woman,Mae Whitman,8,1,1.0
6889,what are the main sources of immune system cytokines,stromal cells,11,1,1.0
6890,what are the main sources of immune system cytokines,macrophages,5,1,1.0
6891,what are the main sources of immune system cytokines,B lymphocytes,4,1,1.0
6892,what are the main sources of immune system cytokines,T lymphocytes,8,1,1.0
6893,what are the main sources of immune system cytokines,mast cells,17,1,1.0
6894,what are the main sources of immune system cytokines,endothelial cells,4,1,1.0
6895,what are the main sources of immune system cytokines,fibroblasts,11,1,1.0
6896,who sang in the jailhouse now in o'brother where art thou,Tim Blake Nelson with The Soggy Bottom Boys,8,1,1.0
6897,who does the voice of chucky in rugrats,Christine Josephine Cavanaugh ( née Sandberg,6,0,0.0
6898,when did we find out samus was a girl,the end of the game,8,1,1.0
6899,how long does it take for rigamortis to set in after you die,as soon as 4 hours post mortem,30,0,0.0
6900,m-base is a musical collective that was started in the 1980s by,"a loose collective of young African - American musicians including Steve Coleman , Graham Haynes , Cassandra Wilson , Geri Allen , Robin Eubanks , and Greg Osby",18,1,1.0
6901,how many songs did the beatles record together,305,8,0,0.0
6902,who plays zach on saved by the bell,Mark - Paul Harry Gosselaar,17,0,0.0
6903,where was the crown prince of saudi arabia educated,King Saud University,16,1,1.0
6904,who is the surviving member of emerson lake and palmer,Palmer,4,1,1.0
6905,who said i rob banks because that where the money is,Sutton,15,0,0.0
6906,when was the code of criminal procedure introduced in india,came into force on 1 April 1974,8,1,1.0
6907,when was the code of criminal procedure introduced in india,enacted in 1973,6,1,1.0
6908,who played muddy waters in the movie cadillac records,Jeffrey Wright,8,1,1.0
6909,when was the first nuclear power plant built in canada,1962,9,1,1.0
6910,where is fort lauderdale florida on the map,28 miles ( 45 km ) north of Miami,13,1,1.0
6911,who played the mermaid in pirates of the caribbean,Àstrid Bergès - Frisbey,19,1,0.8333333333333333
6912,who wrote rudolph the red nosed reindeer song lyrics,Johnny Marks,8,1,1.0
6913,who is regarded as the father of green revolution,Mankombu Sambasivan Swaminathan,15,0,0.0
6914,when does king joffrey die in game of thrones,The Purple Wedding,8,1,1.0
6915,who plays king robert's bastard son in game of thrones,Joe Dempsie,11,0,0.0
6916,where do the uk get their oil from,handful oil wells scattered across England,19,0,0.0
6917,where do the uk get their oil from,offshore fields,8,0,0.0
6918,where do the uk get their oil from,hydrocarbon extraction offshore,10,0,0.0
6919,where do the uk get their oil from,Morecambe Bay,25,0,0.0
6920,where do the uk get their oil from,Southern North Sea off East Anglia,16,0,0.0
6921,where do the uk get their oil from,North Sea Central Graben close to the median line with Norway in two main clusters - around the Forties oilfield east of Aberdeen and the Brent oilfield east of Shetland,13,0,0.0
6922,where do the uk get their oil from,west of Shetland,13,0,0.0
6923,where do the uk get their oil from,Wytch Farm in Dorset,15,0,0.0
6924,why the east india company was interested in penang/singapore,seize the opportunity to establish a tranquil harbour on Penang Island conducive for free trade,7,1,1.0
6925,spanish exploration in the americas increased greatly during the,The Age of Discovery or the Age of Exploration,6,0,0.0
6926,what region of the world is russia in,Eurasia,7,1,1.0
6927,how long does invanz stay in your system,24 hours,10,0,0.0
6928,who has won the most conn smythe trophies,Patrick Roy,9,1,1.0
6929,where is the georgia alabama game being held,"Mercedes - Benz Stadium in Atlanta , Georgia",9,1,0.3333333333333333
6930,who are the present judges on american idol,Lionel Richie,12,1,1.0
6931,who are the present judges on american idol,Katy Perry,6,1,1.0
6932,who are the present judges on american idol,Luke Bryan,4,1,1.0
6933,when did the nba institute the shot clock,1954 -- 55,21,1,1.0
6934,is the boiling point of water an extensive or intensive property why do you say so,"the boiling point of a substance is another example of an intensive property . For example , the boiling point of water is 100 ° C at a pressure of one atmosphere , which remains true regardless of quantity .",19,1,1.0
6935,which type of algae do carrageenans come from,red edible seaweeds,8,1,1.0
6936,which country was the last to join the eu,Croatia,23,0,0.0
6937,who fought in the first battle of el alamein,"Axis forces ( Germany and Italy ) of the Panzer Army Africa ( Panzerarmee Afrika , which included the Afrika Korps ) ( Field Marshal ( Generalfeldmarschall ) Erwin Rommel ) and Allied ( British Imperial and Commonwealth ) forces ( Britain , British India , Australia , South Africa and New Zealand ) of the Eighth Army ( General Claude Auchinleck )",4,1,1.0
6938,when do you need a federal duck stamp,must be purchased prior to hunting for migratory waterfowl such as ducks and geese,17,1,1.0
6939,what major cellular event happen during the s phase of interphase,DNA replication,10,1,0.3333333333333333
6940,city known as cradle of the indian banking,The state of Karnataka,6,1,0.3333333333333333
6941,who knocked out belgium in 2014 world cup,Argentina,17,1,1.0
6942,what are the two factors that affect atomic radius,context,5,1,1.0
6943,what are the two factors that affect atomic radius,atom 's state,4,1,1.0
6944,what does it mean to throw some shade,`` throw shade '' as a phrase used to `` publicly criticize or express contempt for someone '' .,6,1,1.0
6945,who does the voice for mater in cars,Larry the Cable Guy,4,1,1.0
6946,who is hosting new years eve in hollywood,Ciara,19,1,1.0
6947,when did air conditioning became standard in cars,late twentieth century,8,1,1.0
6948,who served as the first emperor of the roman empire,Augustus,11,1,1.0
6949,who is the main character in the game the legend of zelda,Link,5,1,1.0
6950,where is the little league world series played at,Howard J. Lamade Stadium and Volunteer Stadium at the Little League headquarters complex in South Williamsport,6,1,1.0
6951,when do sam and dean meet ellen and jo,the second season episode `` Everybody Loves a Clown '',7,1,1.0
6952,what is an md in the medical field,a medical degree,19,1,0.5
6953,what is an md in the medical field,A Doctor of Medicine,18,1,1.0
6954,what are the power for the authorization of expenditure from the consolidated revenue fund,Comptroller General of the Receipt and Issue of Her Majesty 's Exchequer,18,1,1.0
6955,how many types of cheese are there in italy,over 450 varieties,5,0,0.0
6956,when did ken griffey jr won the homerun derby,1998,11,1,1.0
6957,what type of compound is the food additive bha,a mixture of two isomeric organic compounds,4,1,1.0
6958,when did lilo and stitch 2 come out,2005,10,1,1.0
