,question,answer,query_duration,answer_present,average_precision
1757,what are the two types of organ donors,brain dead,9,1,0.5833333333333333
1758,what are the two types of organ donors,living,9,1,0.8259259259259257
1759,eaps were originally designed to help employees that had what type of problem,personal problems and / or work - related problems,20,1,1.0
1760,when is the opening ceremonies for the olympics 2018,began at 20 : 00 KST and finished at approximately 22 : 20 KST,20,1,1.0
1761,when is the opening ceremonies for the olympics 2018,on 9 February 2018,24,1,0.6666666666666666
1762,where does barney work in how i met your mother,Altrucell,16,0,0.0
1763,who has played the most games in the premier league,Gareth Barry,20,0,0.0
1764,where is the green bay packers stadium located,"Green Bay , Wisconsin",11,1,0.85016835016835
1765,what drug did tony soprano take in vegas,peyote,13,1,0.3333333333333333
1766,what drug did tony soprano take in vegas,marijuana,17,0,0.0
1767,who was the first president to get assasinated,Lincoln,13,1,0.1
1768,players to average triple double in a season,Russell Westbrook,9,1,0.6
1769,players to average triple double in a season,Oscar Robertson,8,1,0.6
1770,when did the dont ask dont tell policy start,"February 28 , 1994 , when Department of Defense Directive 1304.26 issued on December 21 , 1993 , took effect",25,1,0.14285714285714285
1771,who sang i cant stand the rain first,Ann Peebles,10,1,0.6666666666666666
1772,who is the child actor in august rush,Alfred Thomas `` Freddie '' Highmore,14,0,0.0
1773,who does sanchez play for in the world cup,Chile,20,1,0.7075757575757575
1774,who sang the opening line of do they know it's christmas 1989,Kylie Minogue,19,1,1.0
1775,what is the first major sin in islam,the association of others with Allah or Shirk,8,1,1.0
1776,where is iron absorbed in the small intestine,the basolateral end of the intestine cells,17,1,0.25
1777,how many seasons of the vicar of dibley are there,two,6,1,0.9105519480519481
1778,what does the sun symbolize in the philippine flag,sovereignty,11,1,0.875
1779,what does the sun symbolize in the philippine flag,unity,14,1,0.663888888888889
1780,what does the sun symbolize in the philippine flag,freedom,9,1,0.6666666666666666
1781,what does the sun symbolize in the philippine flag,people 's democracy,13,1,1.0
1782,who sings the original king of the road,country singer Roger Miller,10,1,1.0
1783,when does the new show legacies come out,"October 25 , 2018",16,0,0.0
1784,where did dante live after he was exiled,"beneath the springs of Arno , near Tuscany",12,1,1.0
1785,how long has the show blue bloods been on tv,"September 24 , 2010",22,1,0.625
1786,who was the original singer of gentle on my mind,John Hartford,16,1,1.0
1787,the yellowstone supervolcano is an example of which kind of volcanism,hotspot,7,1,0.9444444444444444
1788,when did we drop the atomic bomb on hiroshima,"August 6 , 1945",21,1,0.6095238095238095
1789,in what way did the british implement control in west asia,Indirect rule,40,1,0.30952380952380953
1790,when is next maze runner movie coming out,"January 26 , 2018",19,1,0.7333333333333333
1791,when did humans first occupy the international space station,November 2000,15,1,1.0
1792,who is the person who plays black panther,Chadwick Aaron Boseman,28,0,0.0
1793,who nominates a new supreme court justice to serve on the u.s. supreme court,the President of the United States,29,1,0.14090909090909093
1794,who owns the new england patriots before robert kraft,James Orthwein,19,1,1.0
1795,what happened to jackie on that 70s show,"in the final episode , Fez and Jackie finally get together and kiss atop the water tower",13,1,0.3333333333333333
1796,who sings in tangled i see the light,Zachary Levi,15,1,0.8528571428571429
1797,who sings in tangled i see the light,Mandy Moore,9,1,0.8734126984126982
1798,the binding energy of a nucleus is the amount of energy needed to,disassemble the nucleus of an atom into its component parts,21,1,0.5
1799,who did colton play for in the nfl,San Diego Chargers,30,1,0.6666666666666666
1800,when did construction commenced of st peter basilica,between 319 and 333 AD,10,1,0.5
1801,what is the origin of the word appalachian,"a Native American village near present - day Tallahassee , Florida",10,1,0.5
1802,friday the 13th where jason is not the killer,Friday the 13th : A New Beginning,16,1,0.6916666666666667
1803,who played the coach on friday night lights,Kyle Martin Chandler,17,0,0.0
1804,when does the movie battle of the sexes come out,"September 22 , 2017",11,1,0.5
1805,when does a tenant become a sitting tenant,A sitting tenant is a tenant already in occupation of premises,8,1,1.0
1806,how many episodes of gossip girl is there,121,9,1,0.3333333333333333
1807,what is the population of muslim in pakistan,About 97.0 %,22,1,1.0
1808,who played drums on josie by steely dan,Jim Keltner,20,1,0.75
1809,where do they live in boy meets world,the Philadelphia area,20,1,1.0
1810,a 2000 ruling by a federal court found that microsoft,monopolization,27,1,0.3333333333333333
1811,when did the first rainbow vacuum come out,1955,11,1,0.5
1812,what is the aim of celebrating earth hour,"to turn off non-essential electric lights for one hour , from 8 : 30 to 9 : 30 p.m. on a specific day towards the end of March , as a symbol of commitment to the planet",21,1,1.0
1813,what does the location of a terminal moraine tell you about the glacier,the terminal extent of the ice,11,1,1.0
1814,who won the all ireland hurling final 2011,Kilkenny,21,1,1.0
1815,when were the common core state standards developed,2009,12,1,0.7160714285714285
1816,what county is jersey city nj located in,U.S. state,13,1,0.7321428571428571
1817,who voices ellie in the last of us,Ashley Johnson,16,1,0.810515873015873
1818,who does the voice for the crab on moana,Jemaine Clement,12,1,0.9166666666666666
1819,who play peter pan in once upon a time,Robert Andrew `` Robbie '' Kay,26,0,0.0
1820,who is the girl on fox and friends,Ainsley Earhardt,7,1,1.0
1821,what happens when ammonium nitrate reacts with water,endothermic,8,1,0.5313852813852814
1822,what are the eagles in lord of the rings,the guardians of animal life,15,1,0.14285714285714285
1823,what do you call a group of meerkats,"a `` mob '' , `` gang '' or `` clan ''",33,1,1.0
1824,when do babies start to have stranger anxiety,peaks from 6 to 12 months,29,1,1.0
1825,where did the 2017 super bowl take place,"NRG Stadium in Houston , Texas",15,0,0.0
1826,who is considered founder of the gupta empire,Sri Gupta,20,1,1.0
1827,who is ferdinand blumentritt in life of rizal,"a teacher , secondary school principal in Leitmeritz , lecturer , and author of articles and books in the Philippines and its ethnography",11,1,1.0
1828,who sang the theme tune to the world is not enough,American - Scottish alternative rock group Garbage,19,1,0.5
1829,who played steve in wonder woman tv show,Lyle Waggoner,11,1,0.6666666666666666
1830,what is the function of pharyngeal pouches in aquatic chordates,respiration of aquatic chordates,12,1,1.0
1831,what is the function of pharyngeal pouches in aquatic chordates,filter - feeding,6,1,0.6666666666666665
1832,who plays the twins on the show quantico,Yasmine Al Massri,12,1,0.8666666666666667
1833,when was 100 naira note introduced in nigeria,1999,7,1,0.9028571428571429
1834,who was the founder of the knights of columbus,Father Michael J. McGivney,7,1,1.0
1835,how many seasons are there in switched at birth,five,24,1,0.5555555555555555
1836,who is the original singer of all by myself,Eric Carmen,8,1,1.0
1837,how many packs of cigarettes come in a case,"A carton of cigarettes usually contains 10 packs , totaling 200 cigarettes . Some cartons contain twenty packs , totaling 400 cigarettes .",19,1,1.0
1838,who is the issuing authority for california drivers license,California Department of Motor Vehicles ( DMV ),10,1,0.1111111111111111
1839,who wrote the song we shall behold him,Dottie Rambo,29,1,0.1
1840,who won america's next top model season 4,Naima Mora,22,1,0.7152777777777777
1841,who does the voice of jafar in aladdin,Jonathan Freeman,20,1,0.6075757575757575
1842,which two district of nepal border on both india and china,Mechi,11,1,0.8666666666666667
1843,which two district of nepal border on both india and china,Mahakali Zone,24,1,1.0
1844,who wrote close encounters of the third kind,Steven Spielberg,18,1,0.6111111111111112
1845,when is the litany of the saints sung,at the Easter Vigil,14,1,0.7
1846,who sang walk like a man in the 80's,Divine,13,1,0.16666666666666666
1847,who sang walk like a man in the 80's,Mary Jane Girls,18,1,0.16666666666666666
1848,what happened to the amusement park in myrtle beach,closed,11,1,0.9861111111111112
1849,when did derek shepherd leave grey's anatomy,2015,16,1,0.6723905723905723
1850,when was the first episode of pretty little liars filmed,Vancouver,17,1,0.8333333333333333
1851,who owns the roosevelt hotel in new york,Pakistan International Airlines,23,1,1.0
1852,where will the superbowl be played this year,"at U.S. Bank Stadium in Minneapolis , Minnesota",8,0,0.0
1853,who built the dome of the rock mosque,initially completed in 691 CE at the order of Umayyad Caliph Abd al - Malik,19,1,1.0
1854,where do an organism’s genes come from,their parents,12,1,1.0
1855,the financial crisis of 2008 was caused by,a crisis in the subprime mortgage market,12,1,1.0
1856,the process by which a mechanical device is used to move a fluid or gas to transfer heat,forced convection,14,1,0.7916666666666666
1857,how have we not run out of ip addresses,"development and deployment of its successor protocol , IPv6",24,1,0.14285714285714285
1858,actor who played william beech in goodnight mr tom,Nick Robinson,11,1,0.3333333333333333
1859,who won the first drama contest in 534,Thespis,19,1,1.0
1860,who sings are you with me lost frequencies,Easton Corbin,9,1,1.0
1861,where did the last name ball originate from,English surname,11,0,0.0
1862,when did pokemon diamond and pearl come out,"September 28 , 2006",13,1,0.7
1863,who is the writer of war and peace,Leo Tolstoy,7,1,0.5909090909090909
1864,what is the function of the tapetum lucidum in animals,superior night vision,6,1,0.7159090909090909
1865,who played seymour in last of the summer wine,Michael William ffolliott Aldridge,19,1,0.1111111111111111
1866,who was voted the leader of the second continental congress,John Hancock,20,1,0.8928571428571428
1867,who was voted the leader of the second continental congress,Peyton Randolph,12,1,1.0
1868,when did the new season of wentworth start,2019,18,1,0.16666666666666666
1869,winner of dancing with the stars last season,Peta Murgatroyd,9,1,0.8523809523809522
1870,winner of dancing with the stars last season,Nyle DiMarco,24,1,0.14285714285714285
1871,when was the last time it snowed in miami florida,January 1977,20,1,0.5
1872,what is the base of the statue of liberty made of,"poured concrete walls , up to 20 feet ( 6.1 m ) thick , faced with granite blocks",12,1,1.0
1873,what were the hiwis in world war ii,auxiliary forces recruited from the indigenous Soviet populations in the areas acquired by Nazi Germany in Eastern Europe,20,1,1.0
1874,when does the next season of the dragon prince come out,2019,26,1,1.0
1875,what were significant achievements of the ancient egyptian in science and technology,lever,25,1,0.6428571428571428
1876,what were significant achievements of the ancient egyptian in science and technology,the ramp,23,1,0.8095238095238094
1877,what were significant achievements of the ancient egyptian in science and technology,the lever,23,1,0.6428571428571428
1878,what were significant achievements of the ancient egyptian in science and technology,rope trusses,30,1,1.0
1879,how many oil rigs are off the coast of louisiana,"more than 4,000",11,1,0.25
1880,in india which businessman had pilot license number one,J.R.D. Tata,13,1,0.5
1881,what is the name of the strait between djibouti and yemen,Bab - el - Mandeb,8,1,0.9436868686868686
1882,when is the new han solo movie coming out,"May 25 , 2018",9,1,0.5833333333333333
1883,where does the tongue attach to the mouth,frenulum,6,1,0.7986111111111112
1884,how many electrons fit in the 3rd energy level,18,32,1,0.5547979797979798
1885,where is the university of california irvine located,"Irvine , California",8,1,0.6666666666666666
1886,who sang how far i'll go in the movie,American actress and singer Auliʻi Cravalho in her role as Moana,9,1,1.0
1887,how tall is the drop on california screamin,108 - foot ( 33 m ),7,1,1.0
1888,who is the father of bree's baby,Austin,25,0,0.0
1889,frozen who sings let it go in the movie,Queen Elsa,28,1,0.6333333333333333
1890,who is the narrator in to kill a mocking bird,six - year - old Jean Louise Finch,17,1,0.2
1891,who plays james rhodes in iron man 2,Don Cheadle,24,1,0.7555555555555555
1892,what was the name of australia's first prime minister,Sir Edmund `` Toby '' Barton,9,0,0.0
1893,who did aston villa beat in the european cup final,West German league winners Bayern Munich,15,1,0.3333333333333333
1894,who is associated with agrarian unrest of 1907 in the punjab,Ajit Singh,11,1,0.75
1895,who is associated with agrarian unrest of 1907 in the punjab,Lala Lajpat Rai,15,1,0.9166666666666666
1896,who plays tywin lannister in game of thrones,Dance,9,1,0.6797979797979798
1897,who was the speaker of lok sabha before he become the president of india,Neelam Sanjiva Reddy,13,0,0.0
1898,who does eloise end up with in table 19,Teddy,11,1,1.0
1899,where was the movie breakfast at tiffany's filmed,Paramount Studios lot in Hollywood,10,1,1.0
1900,where was the movie breakfast at tiffany's filmed,New York City,12,1,0.5909090909090909
1901,who plays admiral cornwell on star trek discovery,Jayne Brook ( born Jane Anderson,16,1,0.3333333333333333
1902,who wrote the song you don't bring me flowers anymore,Marilyn Bergman,30,1,1.0
1903,who wrote the song you don't bring me flowers anymore,Neil Diamond,13,1,0.7575757575757575
1904,who wrote the song you don't bring me flowers anymore,Alan Bergman,11,1,1.0
1905,the fact that the three branches can only do what is in the constitution is an example of,Constitutional law,30,1,0.5194805194805194
1906,where is the women's final four being held this year,"Nationwide Arena in Columbus , Ohio",15,0,0.0
1907,who sang ive been waiting for a girl like you,Foreigner,15,1,1.0
1908,what were the years of us involvement in the vietnam war,1955 to 1975,13,1,0.5
1909,who played reverend mother in sound of music,Mary Margaret `` Peggy '' Wood,10,0,0.0
1910,journal of the kansas entomological society impact factor,0.607,15,1,1.0
1911,when did the military stop putting cigarettes in rations,1975,27,1,0.6458333333333333
1912,what happened to the girl's mom on full house,dies in a car accident caused by a drunk driver,8,0,0.0
1913,who did the nz company buy land off before selling it to settlers,Māori,21,1,1.0
1914,who is the host of lottery dream home,David Reed Bromstad,17,1,0.1111111111111111
1915,is guyana part of the caribbean or south america,South America,20,1,1.0
1916,who brought the civil war to an end in april 1865,President Johnson,18,1,0.39999999999999997
1917,where does the saying the road to hell is paved with good intentions come from,Saint Bernard of Clairvaux,19,1,1.0
1918,who has sung most number of songs in india,Asha Bhosle,22,1,1.0
1919,who sang lead vocals on 25 or 6 to 4,Jason Scheff,13,1,1.0
1920,where does the us rank in corn production,largest producer of corn in the world,12,1,1.0
1921,who is the current attorney general of illinois,Lisa Madigan,7,1,1.0
1922,a famous feature of the national theatre's olivier stage is its,drum revolve,10,1,1.0
1923,the office episode where andy punches a wall,`` The Return '',8,1,1.0
1924,what is the radius of the hydrogen atom,5.291 772 1067 ( 12 ) × 10 m,6,1,0.3333333333333333
1925,who owns the senkaku/diaoyu dao islands,Japan,11,1,0.9170113836780504
1926,channel that separates isle of wight from mainland,the English Channel,8,1,0.5925925925925926
1927,which color is among the most common for diamonds,a range of pale yellow or brown color,20,1,1.0
1928,when does the new season of hard knocks start,"August 7 , 2018",12,1,1.0
1929,who played guitar on lou reed rock and roll animal,Stephen John Hunter,9,1,0.3333333333333333
1930,who is the main character in no game no life,Sora,7,1,1.0
1931,who became president in 1929 the year of the great crash,Herbert Clark Hoover,13,0,0.0
1932,where did the invasion of italy take place,around Salerno,36,1,1.0
1933,when did table tennis become an olympic sport,1988,21,1,0.8956845238095238
1934,what is the g20 meeting and where did it occur this past summer,"Hamburg Messe , in the city of Hamburg , Germany",28,1,0.5
1935,what is the g20 meeting and where did it occur this past summer,meeting of the Group of Twenty,13,1,0.5
1936,what is full form of ctc in salary,Cost to company,14,1,1.0
1937,what does the yin and yang symbol stand for,"how seemingly opposite or contrary forces may actually be complementary , interconnected , and interdependent in the natural world , and how they may give rise to each other as they interrelate to one another",13,1,1.0
1938,where did the phrase slim pickens come from,Louis Burton Lindley Jr .,18,1,1.0
1939,when does ios 11 come out for ipad,"September 19 , 2017",23,1,0.7666666666666666
1940,when does ty die in the walking dead,"the mid-season premiere `` What Happened and What 's Going On , ''",21,0,0.0
1941,who wrote the music and lyrics for sound of music,lyrics by Oscar Hammerstein II,17,1,0.5888888888888888
1942,who wrote the music and lyrics for sound of music,music by Richard Rodgers,11,1,0.5
1943,when did the first avengers infinity war trailer come out,"November 29 , 2017",12,1,1.0
1944,who is credited with developing the xy coordinate plane,René Descartes,16,1,0.5
1945,who added under god in the pledge of allegiance,a Joint Resolution of Congress,12,1,1.0
1946,main character in orange is the new black,Piper Chapman,12,1,0.8766666666666666
1947,who played lucinda walsh on as the world turns,Elizabeth Hubbard,7,1,1.0
1948,what is the name of the turkish city formerly known as constantinople,İstanbul,22,1,0.6777777777777778
1949,when did the movie sling blade come out,1996,13,1,0.8261904761904761
1950,what does it mean snape is the half blood prince,the half - blood son of Muggle Tobias Snape and pure - blood Eileen Prince,13,1,0.5
1951,where in the constitution are civil liberties protected,the Bill of Rights,9,1,0.9325396825396824
1952,who played liesl in the sound of music movie,Charmian Carr,8,1,0.5
1953,what movie is zippity doo dah song from,Song of the South,19,1,0.8333333333333333
1954,the destructive earthquake in haiti in 2010 was the result of,a rupture of the Enriquillo - Plantain Garden fault,10,1,1.0
1955,when does hunt showdown come out for ps4,"February 22 , 2018",17,1,1.0
1956,where is the sistine chapel located in italy,"Apostolic Palace , the official residence of the Pope , in Vatican City",7,1,1.0
1957,who plays juliets partner in psych the movie,Sam,12,1,0.554861111111111
1958,how long does the governor general of canada serve,an unfixed period of time -- known as serving at Her Majesty 's pleasure -- though five years is the normal convention,11,1,1.0
1959,where does the greek tradition of smashing plates come from,ritually `` killing '' plates on mourning occasions,13,1,1.0
1960,who plays zoe on how i met your mother,Jennifer Marie Morrison,8,0,0.0
1961,what is the biggest selling game of all time,Tetris,11,1,0.5833333333333333
1962,who played batgirl on the tv show batman,Yvonne Joyce Craig,10,1,0.14285714285714285
1963,where does the h pylori bacteria come from,the stomach,18,1,0.7483164983164983
1964,how many light years is the sun from the milky way's center,"26,490 ( ± 100 )",21,1,1.0
1965,who played in the super bowl in 2007,Chicago Bears,16,1,0.6274170274170274
1966,who played in the super bowl in 2007,Indianapolis Colts,16,1,0.959375
1967,where is the international court of justice is situated,"in the Peace Palace in The Hague , Netherlands",14,1,0.5833333333333333
1968,who had jerusalem at the end of the crusades,"Frederick II , Holy Roman Emperor",15,1,0.7
1969,when did the neo babylonian empire start and end,began in 626 BC and ended in 539 BC,22,1,1.0
1970,when was the first televised college football game,1939,14,1,0.6104166666666666
1971,when did the 2018 honda odyssey come out,"May 25 , 2017",9,1,1.0
1972,who won the match between man u and real madrid,Real Madrid,11,1,1.0
1973,when did the bolshevik revolution start and end,7 November 1917,10,1,0.5555555555555555
1974,what is the song funky cold medina about,a fictional aphrodisiac,10,1,1.0
1975,the third amendment to the us constitution has to do with,"places restrictions on the quartering of soldiers in private homes without the owner 's consent , forbidding the practice in peacetime",11,1,0.5
1976,what does hm stand for in the metric system,hectometer,9,0,0.0
1977,what does hm stand for in the metric system,hectometre,14,1,0.5
1978,the information age resulted from the invention of the,digital industry,8,1,1.0
1979,explain the principle behind a simple pareto analysis,"estimates the benefit delivered by each action , then selects a number of the most effective actions that deliver a total benefit reasonably close to the maximal possible one",20,1,0.5
1980,when did dinosaur ride open at animal kingdom,1998,10,1,0.7236471861471863
1981,what's the largest pizza chain in america,Pizza Hut,8,1,0.8111111111111111
1982,what kind of economic system does china use,socialist market economy,13,1,0.2851851851851852
1983,where was the biggest gold nugget ever found,"Moliagul , Victoria , Australia",16,1,1.0
1984,who wrote the song lord you gave me a mountain,Marty Robbins,20,1,1.0
1985,when did 1 pound note go out of circulation,1984,17,1,0.6042424242424242
1986,when did the united states officially become a country,1776,34,1,0.32708333333333334
1987,what is the setting of the cast of amontillado,in an unnamed Italian city at carnival time in an unspecified year,7,1,1.0
1988,when was the american recovery and reinvestment act passed,February 2009,29,1,1.0
1989,what episode of adventure time does finn lose his arm,seventh series finale `` Reboot '',13,1,1.0
1990,what episode of adventure time does finn lose his arm,Season 6 opener `` Escape From the Citadel '',23,1,1.0
1991,who gave susan a kidney in desperate housewives,Beth,20,1,0.29583333333333334
1992,what type of eruption does cinder cone volcanoes have,explosive,13,1,0.975
1993,who were the latins where did they live,Rome,20,1,0.6537037037037037
1994,what is the name of the snowman in the disney movie frozen,Olaf,25,1,0.883531746031746
1995,what firearms are illegal to possess in washington,"machine guns , short - barreled shotguns , and any parts thereof",15,1,0.5
1996,when did they stop making the gmc envoy,"reintroduced and redesigned for the 2002 model year , and it was available in the GMC line of vehicles from the 2002 to 2009 model years",12,1,1.0
1997,when did they stop making the gmc envoy,discontinued after the 2000 model year,11,1,1.0
1998,who sings i must be doing something right,Billy Currington,14,1,0.25
1999,how is the blood in the pulmonary artery different from blood in other arteries,carries deoxygenated blood from the heart to the lungs,9,1,0.5
2000,who made the what new scooby doo theme song,Simple Plan,9,1,0.6
2001,linden dollars created for use in second life are an example of,virtual currency,10,1,1.0
2002,when was the first dollar general store opened,1955,26,1,1.0
2003,what do you say for vietnamese new year,Cung Chúc Tân Xuân,11,0,0.0
2004,what do you say for vietnamese new year,Chúc Mừng Năm Mới,23,0,0.0
2005,how abundant is calcium in the earth's crust,the fifth most abundant element in Earth 's crust,10,1,0.5
2006,what is sailor jupiter's name in english,Lita Kino,27,1,0.2361111111111111
2007,what is an example of a double-reed instrument,bassoon,13,1,0.7575757575757575
2008,who sings i can go the distance in hercules,Roger Bart,12,1,1.0
2009,what grade is a 6 year old in usa,First grade,10,1,0.8555555555555554
2010,when did the current £20 note come out,2007,16,1,0.7092592592592593
2011,why are the tides so extreme in the bay of fundy,tidal resonance resulting from a coincidence of timing : the time it takes a large wave to go from the mouth of the bay to the inner shore and back is practically the same as the time from one high tide to the next,15,1,1.0
2012,when did winnipeg jets come back to winnipeg,2011,13,1,0.9430122655122655
2013,who does serena van der woodsen marry in gossip girl,Dan,11,1,0.9909090909090909
2014,what is the last province to join canada,Newfoundland,10,1,0.9765432098765432
2015,who won the fight of mayweather and pacquiao,Floyd Mayweather Jr.,6,1,0.7044973544973543
2016,what keeps the earth's atmosphere from floating away,Earth 's magnetic field,8,0,0.0
2017,what keeps the earth's atmosphere from floating away,The gravitational attraction of Earth 's mass,27,0,0.0
2018,who plays jonah baldwin in sleepless in seattle,Ross Aaron Malinger,7,1,0.5
2019,what is the name of michigan's mascot,BLUE,13,1,0.8
2020,who wrote the book 'silent spring ' inspiring a new environmental movement,Rachel Louise Carson,28,1,0.2
2021,who helped the rise of orthodox christianity in russia by converting to the religion,Vladimir I ( c. 956 - 1015 ) prince of Kiev,19,1,0.3333333333333333
2022,who helped the rise of orthodox christianity in russia by converting to the religion,Princess Olga of Kiev,19,1,0.8333333333333333
2023,what are the main organs in the lymphatic system,lymphatic organs,23,1,0.6111111111111112
2024,when did god save the king became national anthem,1977,14,1,0.5806878306878306
2025,who is the guy who gives thanos the soul stone,Warlock,10,1,0.7861904761904763
2026,where is the name jason found in the bible,Romans 16 : 21,12,0,0.0
2027,where is the name jason found in the bible,Acts 17 : 5 - 9,8,0,0.0
2028,where does the last name joyce come from,"from the Old French Masculine name Josse , which derived from the Latin name Iudocus , the Latinized form of the Breton name Judoc meaning `` lord ''",15,1,1.0
2029,when do you eat black eyed peas for the new year,New Year 's Day,18,1,1.0
2030,what are the three things you cant do to gremlins,never feed it after midnight,8,1,1.0
2031,what are the three things you cant do to gremlins,do not expose the mogwai to bright lights or sunlight which will kill it,8,1,1.0
2032,what are the three things you cant do to gremlins,do not let it get wet,8,1,1.0
2033,what episode of southpark does cartman sing poker face,`` Whale Whores '',8,1,0.75
2034,who played doc brown on back to the future,Christopher Allen Lloyd,27,0,0.0
2035,who is the first woman president of indian national congress,Annie Besant,20,1,1.0
2036,where did x flight from geauga lake go,Kings Island,13,1,0.8333333333333333
2037,who cut down the trees in the lorax,the Once - ler,10,1,1.0
2038,up until the early part of the 2000’s japan’s economy experienced an extended period of,economic stagnation,33,1,0.1111111111111111
2039,the president of india can be removed from his office by the,Supreme Court,32,1,0.7483164983164983
2040,when does the live action little mermaid come out,sometime during summer 2018,23,1,0.16666666666666666
2041,the hitchiti were a part of which confederacy,Creek,25,1,0.5608164983164983
2042,in vampire diaries who does damon end up with,Elena Gilbert,9,1,0.6095238095238095
2043,what did tony say to ziva in hebrew in nine lives,have a good trip,17,1,1.0
2044,who produces the most tyres in the world,Lego,8,0,0.0
2045,where is the st. lawrence river located on a map,provides the basis of the commercial Saint Lawrence Seaway,17,1,1.0
2046,where is the st. lawrence river located on a map,connecting the Great Lakes with the Atlantic Ocean,11,1,1.0
2047,where is the st. lawrence river located on a map,forming the primary drainage outflow of the Great Lakes Basin,8,1,1.0
2048,where is the st. lawrence river located on a map,Quebec and Ontario,9,1,1.0
2049,where is the st. lawrence river located on a map,"international boundary between Ontario , Canada , and the U.S. state of New York",11,1,1.0
2050,where is the tv show single handed filmed,west of Ireland,16,1,1.0
2051,what songs did chris stapleton write for other artists,Come Back Song,16,1,1.0
2052,what songs did chris stapleton write for other artists,Never Wanted Nothing More,21,1,1.0
2053,what songs did chris stapleton write for other artists,Love 's Gonna Make It Alright,14,1,1.0
2054,what songs did chris stapleton write for other artists,Drink a Beer,10,1,1.0
2055,where does the belief in chakras come from,Jainism,10,1,1.0
2056,where does the belief in chakras come from,Hinduism,11,1,0.5194805194805194
2057,where does the belief in chakras come from,Hinduism,8,1,0.5194805194805194
2058,what word is used to describe an acid or base that can destroy body tissue,corrosives,21,0,0.0
2059,who was the ahom king during the battle of saraighat,Mir Jumla,10,1,0.8541666666666666
2060,who played elrond in the lord of the rings,Hugo Wallace Weaving,7,0,0.0
2061,which city of pakistan is called manchester of pakistan,Faisalabad,10,1,0.748611111111111
2062,who plays the mom in zack and cody,Kimberly Rhodes,6,0,0.0
2063,who was elected president of brazil in 2002,Workers ' Party leader Luiz Inácio Lula da Silva,15,1,0.5
2064,when did the song kung fu fighting come out,1974,12,1,1.0
2065,who sings the song when will i be loved,the Everly Brothers,15,1,1.0
2066,who sang the song battle of new orleans,Johnny Horton,10,1,1.0
2067,what does the impact factor of a journal mean,a measure reflecting the yearly average number of citations to recent articles published in that journal,9,1,1.0
2068,the shift from one key to another within a composition is called,modulation,22,1,0.45
2069,what were the gangs in gangs of new york,"the Irish Catholic group of immigrants , the `` Dead Rabbits '' , led by `` Priest '' Vallon",10,1,1.0
2070,what were the gangs in gangs of new york,"the nativist , Protestant `` Natives '' led by William `` Bill the Butcher '' Cutting",14,1,1.0
2071,who's picture is on the $5 bill,Abraham Lincoln,11,1,0.5
2072,where was starry night over the rhone painted,at a spot on the bank of the Rhône,8,1,0.5
2073,the earth is tilted on its axis at an angle of,about 23.4 °,17,1,1.0
2074,who sings heavy is the head that wears the crown,Chris Cornell,10,0,0.0
2075,who sings heavy is the head that wears the crown,Zac Brown Band,15,0,0.0
2076,who is the original singer of devil went down to georgia,the Charlie Daniels Band,15,1,1.0
2077,who is hosting the 2018 american music awards,Tracee Ellis Ross,16,1,0.875
2078,when is the next lts release of ubuntu,26 April 2018,12,1,1.0
2079,who is the actor that played perry mason,Raymond William Stacy Burr,18,1,0.1
2080,what is the meaning of divergent in the movie,equal attributes of multiple factions,6,1,1.0
2081,what year was the great fire of rome,AD 64,26,1,1.0
2082,what is the upper most layer of soil,Topsoil,8,1,0.45
2083,how far is the center of the milky way galaxy,24 -- 28.4 kilolight - years,14,1,0.14285714285714285
2084,when was the first semi auto rifle made,1885,20,1,1.0
2085,who does rachael macfarlane play in family guy,incidental voices,21,1,1.0
2086,when does emma stop being the dark one,when Hook steals it from her,20,1,1.0
2087,what type of inhibitor is a transition state analog usually classified as,enzyme inhibitors,11,1,0.8333333333333333
2088,who sang i will be home for christmas,Bing Crosby,14,1,0.6111111111111112
2089,who burned down the dealership in one tree hill,Deb,19,1,0.9535634118967452
2090,who did the packers beat in the 2010 super bowl,the Steelers,20,1,0.6709090909090909
2091,who is the original singer of that's amore,Dean Martin,11,1,1.0
2092,where is the women's world curling this year,"North Bay Memorial Gardens in North Bay , Ontario , Canada",13,1,0.25
2093,who was the president of the first indian science congress meeting held in kolkata in 1914,Sir Ashutosh Mukherjee,13,1,1.0
2094,when does the show the tudors take place,1500s England,16,1,0.5
2095,when did alice from the brady bunch die,"June 1 , 2014",13,1,0.16666666666666666
2096,when was the first bullet proof vest invented,1893,8,1,0.25
2097,what is s and g in sed command,global,13,1,0.6845238095238095
2098,what is s and g in sed command,substitute,13,1,0.8333333333333333
2099,where did the emperor live in the forbidden city,The Inner Court ( 内 廷 ) or Back Palace ( 后 宫 ),8,1,1.0
2100,where was the movie bite the bullet filmed,Nevada,23,1,1.0
2101,where was the movie bite the bullet filmed,New Mexico,11,1,1.0
2102,who is the original singer of and i am telling you,Jennifer Holliday,18,1,1.0
2103,what's the white part of your nail called,"The lunula , or lunulae ( pl . )",15,0,0.0
2104,magic the gathering how many cards in deck,a minimum deck size of 40 cards,41,1,1.0
2105,magic the gathering how many cards in deck,usually 60 cards,10,1,1.0
2106,what is the length of belize barrier reef,300 - kilometer ( 190 mi ),24,1,1.0
2107,who is zack from saved by the bell,Mark - Paul Harry Gosselaar,16,0,0.0
2108,when was the clock tower in london built,1859,17,0,0.0
